pid,title,journal_title,year,eligible_order,empirical_evidence_type,quantitative_analysis_type,credibility_revolution_screen_reason,tough_call_reason
S1981-38212025000200202,When Democracy Divides the Electorate: Voting in the 2022 Brazilian Presidential Election,Brazilian Political Science Review,2025,258,mixed_empirical,statistical_modeling,statistical_modeling_screen,"The article uses explanatory language and regression models to analyze vote choice, but the supplied text does not present a design-based causal identification strategy. Therefore it should be screened for credibility-revolution methods but classified as observational regression with causal or explanatory claims and no credibility-revolution design."
S1981-38212025000200203,Machiavelli against Imperialism: a Critique of Roman Expansionism and a Call for a Confederative Solution,Brazilian Political Science Review,2025,259,qualitative_only,none,qualitative_only,"The article is a political-theory and history-of-ideas text rather than a conventional empirical social-science article. I classify it as qualitative because it presents original close textual interpretation of primary documents, but it could be treated as non-empirical under a stricter rule that excludes interpretive political theory from empirical evidence."
S1981-38212025000200204,"The Political Theology of Alberto Pasqualini: Christian Solidarism, Economics, and Trabalhismo",Brazilian Political Science Review,2025,260,qualitative_only,none,qualitative_only,"The article is primarily interpretive intellectual history rather than conventional empirical social-science analysis, but it uses substantive documentary evidence and close reading of primary texts, which supports classification as qualitative empirical under this schema."
S1981-38212025000200702,Brazil's Journey Against Illegal Mining,Brazilian Political Science Review,2025,262,mixed_empirical,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"The quantitative classification is a borderline case because the article relies heavily on compiled descriptive data from external official and NGO sources, and the task packet references tables without showing full table contents. I classify it as descriptive quantitative analysis because the body itself presents and interprets descriptive trends, growth rates, volumes, and table-based evidence, but no inferential or modeled analysis."
S1981-38212025000300201,Punctuated Equilibrium Theory and the Dynamics of Change in Brazil&#8217;s Federal Budget (2000-2021),Brazilian Political Science Review,2025,263,quantitative_only,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"The article self-describes the methodology as qualitative and quantitative and previews econometric models, but the provided body shows coding plus descriptive distributional statistics rather than substantive qualitative analysis, statistical inference, or reported statistical modeling."
S1981-38212025000300202,Does Greater Women&#8217;s Presence Make a Difference? The Composition of Executive Party Committees and the Allocation of Public Funds for Election Campaigns in the 2018 Race to Brazil&#8217;s Chamber of Deputies,Brazilian Political Science Review,2025,264,quantitative_only,statistical_modeling,statistical_modeling_screen,"The article uses causal and effect language and estimates beta regression models, but it explicitly says causal relationship cannot be established and provides no design-based identification strategy. Therefore it should be screened for credibility-revolution methods but classified as observational regression with causal or explanatory claims and no credibility-revolution design."
S1981-38212025000300204,"State-Level Implementation of the Secondary Education Reform in Brazil: Between Conflict, Ambiguity, and Heterogeneity",Brazilian Political Science Review,2025,266,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"The article is explicitly framed as qualitative, but it also maps all 27 states into implementation categories and reports state counts. I therefore classify it as mixed empirical with descriptive quantitative analysis only, while recognizing that the quantitative component is secondary and limited to categorization and counts."
S2236-57102023000100205,A AGENDA DE PESQUISA DA BUROCRACIA DE NÍVEL DE RUA NO CONTEXTO DA PANDEMIA: UMA REVISÃO INTEGRATIVA,Cadernos Gestão Pública e Cidadania,2023,274,mixed_empirical,statistical_modeling,statistical_modeling_screen,"A decisão difícil é classificar a análise bibliométrica com VOSviewer. O texto apresenta redes e clusters de coautoria, coocorrência, cocitação e acoplamento bibliográfico, o que se aproxima de clustering usado analiticamente e por isso foi classificado como `statistical_modeling`; porém os resultados são descritos sem inferência estatística e poderiam ser vistos como bibliometria descritiva em uma leitura mais restritiva."
S2236-57102023000100206,Mapeando a pesquisa de desenho de políticas públicas: uma revisão sistemática da literatura,Cadernos Gestão Pública e Cidadania,2023,275,mixed_empirical,statistical_modeling,statistical_modeling_screen,"The article is a systematic literature review, which could be non-empirical if it only summarized prior work. Here it performs its own bibliometric network and clustering analysis plus qualitative content synthesis of a publication corpus, so it is classified as mixed empirical. The quantitative analysis is coded as statistical_modeling because the prompt includes analytically used clustering and network models, even though the article reports no statistical inference."
S2236-57102023000100207,INTERSETORIALIDADE E POLÍTICAS PÚBLICAS PARA AS JUVENTUDES: CONTRIBUIÇÕES DE PRODUÇÕES ACADÊMICAS,Cadernos Gestão Pública e Cidadania,2023,276,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é uma revisão/mapeamento bibliográfico, o que poderia ser confundido com literatura review não empírica. Contudo, ele constrói e analisa um corpus próprio de textos com categorias, contagens e interpretação substantiva, justificando classificação empírica mista com quantitativo apenas descritivo."
S2236-57102023000100208,DETERMINANTES DOS PRAZOS DAS COMPRAS PÚBLICAS POR MEIO DE PREGÃO ELETRÔNICO,Cadernos Gestão Pública e Cidadania,2023,277,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de fatores determinantes, impacto e confirmação de hipóteses com regressão múltipla, mas não apresenta uma estratégia explícita de identificação causal; por isso passa pelo screen por modelagem estatística, mas é classificado como regressão observacional com claim causal ou explicativo sem desenho de credibilidade."
S2236-57102023000100209,Percepções de gestores sobre parcerias entre negócios sociais e setor público no Brasil,Cadernos Gestão Pública e Cidadania,2023,278,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"The article is interview-centered and primarily qualitative, but it also tabulates managers' selected benefit and challenge items into descriptive categories and reports counts. That descriptive tabulation is enough to count as original quantitative analysis under the broad Torreblanca-style variable, but it remains descriptive statistics only."
S2236-57102023000100210,CAPACIDADES ESTATAIS E POLÍTICAS MUNICIPAIS DE EDUCAÇÃO DURANTE A PANDEMIA DE COVID-19,Cadernos Gestão Pública e Cidadania,2023,279,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de efeitos e regressões logísticas para explicar respostas municipais, mas não apresenta desenho de identificação causal; por isso passa pelo screen de modelagem estatística, mas o método é regressão observacional com reivindicação explicativa, não um método da revolução da credibilidade."
S2236-57102023000100212,A ATUAÇÃO DOS TRIBUNAIS DE CONTAS ESTADUAIS NA DEFINIÇÃO DOS GASTOS EDUCACIONAIS: ENTRE A MUDANÇA INSTITUCIONAL E A PRODUÇÃO DE DESIGUALDADES REGULATÓRIAS,Cadernos Gestão Pública e Cidadania,2023,281,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A principal ambiguidade é se as contagens simples de TCEs e categorias de posicionamento, derivadas da análise documental própria, devem contar como análise quantitativa. Como o prompt Torreblanca inclui qualquer análise quantitativa original e o artigo apresenta contagens descritivas próprias, a classificação adotada é mixed_empirical com quantitative_analysis_type descriptive_statistics_only."
S2236-57102023000100214,ANÁLISE DAS CAPACIDADES ESTATAIS MUNICIPAIS NA LITERATURA ACADÊMICA: CONSTRUÇÃO E VISUALIZAÇÃO DE MAPAS BIBLIOMÉTRICOS COM VOSVIEWER E CITNETEXPLORER,Cadernos Gestão Pública e Cidadania,2023,282,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é uma revisão bibliométrica, então poderia ser confundido com revisão de literatura não empírica. Contudo, ele constrói e analisa um corpus bibliométrico próprio com contagens, redes e clusters, além de leitura interpretativa de artigos selecionados; por isso foi classificado como empírico misto, mas com análise quantitativa apenas descritiva."
S2236-57102023000100217,PARTES INTERESSADAS INTERNAS E DESEMPENHO EM CONTRATAÇÕES PÚBLICAS NA PERSPECTIVA DAS TEORIAS DOS STAKEHOLDERS E DOS CUSTOS DE TRANSAÇÃO,Cadernos Gestão Pública e Cidadania,2023,285,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodeclara qualitativo e a análise central é por documentos e entrevistas, mas apresenta estatísticas descritivas próprias suficientes para contar como artigo quantitativo no critério amplo de Torreblanca. Não há, contudo, inferência estatística nem modelagem."
S2236-57102023000100218,INTEGRAÇÃO DOS SISTEMAS DO TRANSPORTE PÚBLICO INTERMUNICIPAL DO RIO GRANDE DO NORTE: ANÁLISE DA DECLARAÇÃO DE DEMANDA,Cadernos Gestão Pública e Cidadania,2023,286,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo formula hipótese e fala em viés de subdeclaração, mas a análise empírica é apenas descritiva, baseada em comparação de registros administrativos; por isso há claim explicativo, mas não há tela aplicável de credibilidade-revolução nem método causal formal."
S2236-57102023000100219,"DEMANDA POR DADOS ABERTOS GOVERNAMENTAIS: UM ESTUDO COM DADOS DO MINISTÉRIO DA SAÚDE BRASILEIRO, ANTES E AO LONGO DA PANDEMIA DE COVID-19",Cadernos Gestão Pública e Cidadania,2023,287,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo faz interpretações explicativas sobre pandemia, baixa participação da sociedade civil e transparência ativa, mas a análise quantitativa é somente descritiva e não há desenho causal. Também usa a palavra 'correlação' entre categorias, mas sem apresentar teste ou coeficiente estatístico."
S2236-57102023000100220,COMPETÊNCIAS NO SETOR PÚBLICO: PANORAMA DA PRODUÇÃO CIENTÍFICA (INTER)NACIONAL,Cadernos Gestão Pública e Cidadania,2023,288,mixed_empirical,statistical_modeling,statistical_modeling_screen,"A principal ambiguidade é classificar uma revisão bibliométrica como empírica: ela é uma revisão de literatura, mas realiza coleta, codificação e análise própria de um corpus de artigos. A ACM justifica `statistical_modeling`, embora o uso seja exploratório e sem inferência estatística."
S2236-57102023000100400,SOLUÇÕES PARA PROBLEMAS PÚBLICOS EM JUÍZO: UMA PRÁTICA INTERDISCIPLINAR ENTRE CAMPO DE PÚBLICAS E DIREITO,Cadernos Gestão Pública e Cidadania,2023,289,qualitative_only,none,qualitative_only,"O artigo menciona uma Tabela 1 sobre composição da equipe acadêmica, mas o corpo textual fornecido não inclui valores nem usa análise quantitativa substantiva; por isso a classificação quantitativa permanece negativa."
S2236-57102023000100401,"INSERÇÃO DE ECONOMISTAS NO CAMPO DE PÚBLICAS NO BRASIL: TRAJETÓRIA ACADÊMICA, ENSINO E PESQUISA",Cadernos Gestão Pública e Cidadania,2023,290,quantitative_only,descriptive_statistics_only,descriptive_quantitative_only,"O artigo usa documentos institucionais e currículos Lattes para construir a base, mas não faz análise qualitativa substantiva desses documentos; por isso classifiquei como quantitativo somente, não mixed_empirical."
S2236-57102023000100402,"ACOLHIMENTO, DIVERSIDADE E IMPLEMENTAÇÃO DAS DIRETRIZES CURRICULARES NACIONAIS NO CAMPO DE PÚBLICAS",Cadernos Gestão Pública e Cidadania,2023,291,qualitative_only,none,qualitative_only,"A vinheta do censo menciona questionário online, coleta de dados, processamento de resultados e nuvem de palavras, mas o artigo não apresenta resultados quantitativos próprios sistemáticos; por isso, a evidência foi classificada como qualitativa apenas."
S2236-57102023000100403,CAMPO DE PÚBLICAS NO BRASIL: DIAGNÓSTICO EXPLORATÓRIO REALIZADO PELA REDE DE PESQUISA DO CAMPO DE PÚBLICAS,Cadernos Gestão Pública e Cidadania,2023,292,mixed_empirical,statistical_modeling,statistical_modeling_screen,"A decisão central é classificar a análise textual com IRAMUTEQ como statistical_modeling. O artigo é majoritariamente descritivo-exploratório, mas usa classificação hierárquica descendente, análise fatorial de correspondência e análise de similitude sobre corpus textual, que se enquadram melhor como modelagem/análise quantitativa de texto do que como estatísticas descritivas simples."
S2236-57102023000100404,O ENSINO DE ADMINISTRAÇÃO PÚBLICA: ELEMENTOS PRELIMINARES DE UMA HISTÓRIA INTELECTUAL INTERDISCIPLINAR,Cadernos Gestão Pública e Cidadania,2023,293,mixed_empirical,statistical_modeling,statistical_modeling_screen,"A classificação como mixed_empirical é uma decisão interpretativa: a análise original é claramente quantitativa de texto como dado, enquanto o componente qualitativo aparece sobretudo na reconstrução histórico-institucional e na interpretação substantiva de documentos e agrupamentos, não como uma técnica qualitativa autônoma."
S2236-57102023000100405,ENCARCERAMENTO EM MASSA E PRÁTICAS EXTENSIONISTAS NO RIO GRANDE DO NORTE,Cadernos Gestão Pública e Cidadania,2023,294,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A principal ambiguidade é se os números e figuras baseados em fontes administrativas contam como análise quantitativa própria ou apenas contextualização de dados secundários. Como o artigo declara uso de dados do InfoPen e apresenta figuras/descritivos sobre sistema prisional e superlotação, classifiquei como quantitativo descritivo, sem inferência."
S2236-57102023000100406,POESIA E CORDEL NO CAMPO DE PÚBLICAS: APRENDIZADOS DE UMA PESQUISA INTERDISCIPLINAR,Cadernos Gestão Pública e Cidadania,2023,295,qualitative_only,none,qualitative_only,"O artigo é parcialmente ensaístico e técnico-artístico, com o cordel como objeto central, mas apresenta resultados preliminares de uma pesquisa qualitativa própria. Por isso a classificação como empírico qualitativo depende de reconhecer que os achados da investigação-base são substantivos, ainda que comunicados em formato ensaístico e literário."
S2236-57102023000100408,A TRAJETÓRIA INSTITUCIONAL DO PROGRAMA NACIONAL DE FORMAÇÃO EM ADMINISTRAÇÃO PÚBLICA NA UNIVERSIDADE FEDERAL DE OURO PRETO,Cadernos Gestão Pública e Cidadania,2023,297,mixed_empirical,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"A análise quantitativa é apenas descritiva, mas o artigo associa esses dados a hipóteses e alegações explicativas sobre evasão, financiamento e gestão. Por isso o rastreamento de credibilidade é aplicável pelo vínculo entre análise quantitativa e causalidade substantiva, embora nenhum método causal de credibilidade seja usado."
S2236-57102023000100409,A PESQUISA APLICADA PAUTANDO O PROCESSO DECISÓRIO EM POLÍTICAS PÚBLICAS: A EXPERIÊNCIA DA ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,Cadernos Gestão Pública e Cidadania,2023,298,qualitative_only,none,qualitative_only,"O artigo menciona percentuais de surveys e números administrativos, mas esses elementos aparecem como evidência secundária ou descrição factual do caso, sem constituir análise quantitativa original; por isso a classificação quantitativa foi recusada."
S2236-57102023000100800,O USO DOS INSTRUMENTOS FISCAIS PELO GOVERNO FEDERAL NO PÓS-LRF (2001-2022),Cadernos Gestão Pública e Cidadania,2023,300,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodefine como predominantemente qualitativo e documental, mas apresenta várias figuras e descrições de séries fiscais e macroeconômicas próprias/reanalisadas. Por isso, a classificação mais adequada é mixed_empirical com componente quantitativo descritivo, não qualitative_only."
S2236-57102023000100801,A GOVERNANÇA PÚBLICA DO CARNAVAL EM SALVADOR E RECIFE,Cadernos Gestão Pública e Cidadania,2023,301,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A classificação quantitativa é um ponto de julgamento porque o desenho central é documental e qualitativo, mas o artigo calcula e interpreta contagens e percentuais de presença e composição a partir das atas. Esses números foram tratados como análise quantitativa original descritiva, não como inferência estatística."
S2236-57102023000100802,O BRASIL DE BOLSONARO: UMA DEMOCRACIA SOB ESTRESSE,Cadernos Gestão Pública e Cidadania,2023,302,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O texto é um ensaio e não descreve fonte, construção ou método das Figuras 1 e 2; ainda assim, como o corpo do artigo afirma que elas ilustram dados de desigualdade e pobreza, classifiquei essa parte como análise quantitativa descritiva limitada."
S2236-57102024000100200,MOVIMENTO FEMINISTA E INTERSECCIONALIDADE: REPERTÓRIOS DE AÇÃO E DE INTERAÇÃO COM O ESTADO,Cadernos Gestão Pública e Cidadania,2024,303,qualitative_only,none,qualitative_only,"O artigo menciona vários números e percentuais sobre marchas, conferências, ministras e representação política, mas eles são contextuais ou derivados de estudos citados, não uma análise quantitativa original. Também há linguagem explicativa sobre influência do contexto político, mas sem análise quantitativa ou desenho causal de credibilidade."
S2236-57102024000100201,OLHAR DOS ESTUDOS ORGANIZACIONAIS PARA SE PENSAR A REFORMA DAS ORGANIZAÇÕES POLICIAIS NO BRASIL,Cadernos Gestão Pública e Cidadania,2024,304,none,none,not_empirical,"A introdução descreve um processo qualitativo de sistematização de literatura e menciona 137 artigos, mas o artigo se declara ensaio teórico e não apresenta análise empírica substantiva própria; por isso, a busca bibliográfica foi tratada como apoio a revisão teórica, não como evidência empírica original."
S2236-57102024000100202,INCENTIVOS À TRANSIÇÃO DE CARREIRA DOS BUROCRATAS DE MÉDIO ESCALÃO,Cadernos Gestão Pública e Cidadania,2024,305,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A principal evidência é qualitativa, mas o artigo também apresenta análise descritiva de processos seletivos da PGFN. Classifiquei como mixed_empirical e quantitative descriptive only porque esses números são usados empiricamente para caracterizar a baixa concorrência, embora a análise substantiva central seja qualitativa."
S2236-57102024000100203,"CONSTITUIÇÃO, EMENDAS CONSTITUCIONAIS E POLÍTICAS PÚBLICAS: A ATENÇÃO GOVERNAMENTAL EM MUDANÇAS CONSTITUCIONAIS",Cadernos Gestão Pública e Cidadania,2024,306,mixed_empirical,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"O artigo é essencialmente descritivo e baseado em análise de conteúdo, mas usa linguagem explicativa e causal sobre emendas, agendas de governo e mudanças constitucionais. Isso justifica a triagem por causal claim with quantitative analysis, embora não haja desenho causal de credibilidade nem inferência estatística."
S2236-57102024000100204,FATORES FISCAIS E SOCIOECONÔMICOS QUE AFETAM A CRIMINALIDADE NO BRASIL,Cadernos Gestão Pública e Cidadania,2024,307,mixed_empirical,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de impacto/efeito e modelos de painel com efeitos fixos e aleatórios, mas não apresenta lógica explícita de identificação causal; por isso, os modelos contam como statistical_modeling e passam pela triagem, mas não como método de credibilidade. Também há um componente documental/legislativo, embora o núcleo empírico seja quantitativo."
S2236-57102024000100205,ESTRUTURA E MECANISMOS DA GOVERNANÇA EM REDE NA IMPLEMENTAÇÃO DE POLÍTICAS PÚBLICAS,Cadernos Gestão Pública e Cidadania,2024,308,qualitative_only,none,qualitative_only,"O artigo contém alguns números contextuais sobre população e OSCs, mas eles não constituem análise quantitativa original; a classificação como qualitativo-only depende de distinguir contextualização numérica secundária de análise quantitativa substantiva."
S2236-57102024000100206,TRANSPARÊNCIA DOS BANCOS DE DESENVOLVIMENTO SUBNACIONAIS BRASILEIROS: ENTRE O SIGILO DA BUROCRACIA E A DEMOCRATIZAÇÃO DA INFORMAÇÃO,Cadernos Gestão Pública e Cidadania,2024,309,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodefine como qualitativo e descritivo, mas a coleta codifica 33 itens em 0/1 e apresenta resultados tabulares de presença/ausência; por isso, para o schema Torreblanca, há análise quantitativa original, embora apenas descritiva."
S2236-57102024000100207,IDEOLOGIA IMPORTA? UMA ANÁLISE DOS PARECERES EMITIDOS PELOS TRIBUNAIS DE CONTAS BRASILEIROS,Cadernos Gestão Pública e Cidadania,2024,310,quantitative_only,statistical_modeling,statistical_modeling_screen,"A ACM é uma técnica multivariada e justifica `statistical_modeling`, mas o artigo também tem forte componente descritivo e linguagem de associação. A claim explicativa existe, porém não há estratégia causal de credibilidade ou identificação causal explícita."
S2236-57102024000100208,"MUDANÇAS TECNOLÓGICAS, TRABALHO E DESIGUALDADES NA AMÉRICA LATINA: REPENSAR AS ALTERNATIVAS DE PROTEÇÃO SOCIAL NO PÓS-PANDEMIA",Cadernos Gestão Pública e Cidadania,2024,311,none,none,not_empirical,"O artigo contém muitos indicadores secundários e menciona uma Figura 1, o que poderia sugerir análise descritiva quantitativa. No entanto, o corpo do texto atribui os números a relatórios e estudos de terceiros e não descreve base, coleta, reanálise, procedimento estatístico ou construção própria de dados pelos autores."
S2236-57102024000100209,LABORATÓRIOS DE INOVAÇÃO E BARREIRAS AO INTRAEMPREENDEDORISMO EM GOVERNOS,Cadernos Gestão Pública e Cidadania,2024,312,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo se autodefine como qualitativo, mas inclui tabulação de respostas em escala Likert e cálculo de médias para classificar barreiras. Por isso, a classificação adequada é mixed_empirical com componente quantitativa descritiva, embora a interpretação substantiva seja predominantemente qualitativa."
S2236-57102024000100211,SUS: USO DE EQUIPAMENTOS INOVADORES PARA DIAGNÓSTICO DO CÂNCER DE MAMA,Cadernos Gestão Pública e Cidadania,2024,314,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de impacto e estima modelo de efeitos fixos com dados em painel, mas não apresenta lógica de tratamento, comparação tratada-controle, intervenção temporal, tendências paralelas ou outro argumento explícito de identificação causal. Por isso passa pela triagem, mas não conta como método de credibilidade."
S2236-57102024000100212,PCC OU POLÍTICAS PÚBLICAS? UMA ANÁLISE DA REDUÇÃO DOS HOMICÍDIOS EM SÃO PAULO,Cadernos Gestão Pública e Cidadania,2024,315,quantitative_only,statistical_modeling,statistical_modeling_screen,"O artigo usa linguagem de grupo controle e grupo tratamento ao comparar quartis de distritos por proporção de moradores em favelas, o que poderia sugerir desenho causal; porém a análise não explicita uma estratégia de identificação como DiD, experimento, IV, RDD ou matching, e a modelagem principal é regressão observacional com claims explicativos."
S2236-57102024000100400,CONEXÕES ENTRE CAPACIDADES BUROCRÁTICAS E BUROCRACIAS DE MÉDIO ESCALÃO: UMA PESQUISA DE ESCOPO,Cadernos Gestão Pública e Cidadania,2024,317,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A decisão central é tratar a scoping review como empírica e mista porque os autores constroem e analisam um corpus próprio de artigos, com síntese qualitativa e estatísticas descritivas. Contudo, trata-se de uma revisão de literatura, não de pesquisa empírica sobre burocratas, organizações ou políticas diretamente observadas."
S2236-57102024000100402,SEM VÍNCULO PERMANENTE - CONDIÇÕES DE TRABALHO DOS CONTRATADOS NA ADMINISTRAÇÃO PÚBLICA DOS ESTADOS BRASILEIROS,Cadernos Gestão Pública e Cidadania,2024,319,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo é majoritariamente documental e descritivo e afirma que não tem como objetivo estudar as causas do processo, mas também sustenta que as normas promovem precarização do trabalho. Por isso há uma reivindicação explicativa substantiva sobre efeitos/precarização, sem desenho causal ou inferência estatística."
S2236-57102024000100403,DECIFRANDO A ESFINGE DA BUROCRACIA SUBNACIONAL NO FEDERALISMO BRASILEIRO: O QUE SE ESCONDE POR TRÁS DESSA REALIDADE?,Cadernos Gestão Pública e Cidadania,2024,320,mixed_empirical,bivariate_tests_or_correlations_only,bivariate_or_correlation_screen,"A classificação como mixed_empirical depende de tratar a leitura e interpretação dos resumos filtrados como componente qualitativo substantivo; esse componente é real, mas secundário em relação à bibliometria e às estatísticas descritivas. A categoria bivariada também é uma decisão interpretativa porque as correlações são correlações de palavras, não testes substantivos entre variáveis políticas."
S2236-57102024000100405,TRANSPARÊNCIA SOBRE DIRIGENTES PÚBLICOS ESTADUAIS: UMA ANÁLISE EXPLORATÓRIA,Cadernos Gestão Pública e Cidadania,2024,321,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo contém linguagem sobre consequências da falta de transparência para democracia e políticas públicas, mas sua análise empírica própria é apenas exploratória e descritiva; por isso há claim explicativo geral, sem aplicação de tela de métodos de credibilidade."
S2236-57102024000100406,DESIGUALDADES DE GÊNERO E COR/RAÇA ENTRE OS DIRIGENTES MUNICIPAIS E ESTADUAIS NO BRASIL (2010 e 2019),Cadernos Gestão Pública e Cidadania,2024,322,quantitative_only,statistical_modeling,explicit_causal_design_screen,"O artigo usa CEM e linguagem de identificação de efeitos, o que sustenta registrar matching_or_weighting como método de credibilidade; porém a justificativa causal é limitada, com pareamento e regressões apresentados sobretudo como redução de viés observável, sem discussão detalhada de ignorabilidade ou desenho quase-experimental."
S2236-57102024000100408,LUIZ CARLOS BRESSER-PEREIRA: UM INTELECTUAL PÚBLICO NACIONALISTA DEMOCRÁTICO,Cadernos Gestão Pública e Cidadania,2024,323,qualitative_only,none,qualitative_only,"O artigo é ensaístico e não explicita método qualitativo formal; ainda assim, ele usa substantivamente evidência biográfica, documental e bibliográfica para reconstruir e interpretar a atuação de Bresser-Pereira, o que justifica classificá-lo como empírico qualitativo. As menções bibliométricas não são análise quantitativa original."
S2236-57102024000100418,INTEGRIDADE PÚBLICA: (DE)LIMITAÇÕES CONCEITUAIS E CAMINHOS PARA UMA AGENDA ROBUSTA,Cadernos Gestão Pública e Cidadania,2024,324,none,none,not_empirical,"O artigo descreve uma revisão de literatura por conveniência e síntese de padrões, o que poderia parecer análise qualitativa. Contudo, pelo esquema do prompt, revisões de literatura sem análise empírica original devem ser classificadas como não empíricas; aqui a revisão serve à delimitação conceitual e não a uma análise substantiva de evidência empírica."
S2236-57102024000100419,EM BUSCA DE UMA ÉTICA ADMINISTRATIVA PÓS-CONVENCIONAL NO CONTEXTO DAS ORGANIZAÇÕES PÚBLICAS BRASILEIRAS,Cadernos Gestão Pública e Cidadania,2024,325,none,none,not_empirical,"The article mentions pesquisa bibliográfica, prior empirical studies, and the authors' professional experience, and it says it seeks theoretical-empirical development. However, the body does not present original empirical evidence, a systematic qualitative analysis, or any quantitative reanalysis; it explicitly describes the work as an artigo teórico."
S2236-57102024000100420,Modelo de maturidade para avaliar a gestão de integridade nas contratações públicas,Cadernos Gestão Pública e Cidadania,2024,326,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"The authors describe the study as qualitative, but the Results section reports original descriptive quantitative classification of public integrity programs. The program count also appears as 184 in the Methodology and 187 in the Results. These issues affect evidence-type classification but not enough to obscure that the paper is mixed empirical with descriptive statistics only."
S2236-57102024000100421,"INTEGRIDADE, ÉTICA E COMBATE À CORRUPÇÃO NO CAMPO DA ADMINISTRAÇÃO PÚBLICA BRASILEIRA: DESAFIOS CONCEITUAIS E HORIZONTES POSSÍVEIS",Cadernos Gestão Pública e Cidadania,2024,327,none,none,not_empirical,"O artigo discute normas federais e trajetórias institucionais, o que poderia ser visto como análise documental qualitativa. Contudo, ele se define como ensaio conceitual e teórico, não apresenta método nem corpus documental sistemático, e usa as normas como apoio argumentativo; por isso foi classificado como não empírico."
S2236-57102024000100600,DESAFIOS PARA O ESTUDO COMPARADO DO FINANCIAMENTO DA SEGURANÇA PÚBLICA NOS ESTADOS,Cadernos Gestão Pública e Cidadania,2024,328,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"A principal ambiguidade é se o uso de organogramas e análise institucional deve contar como componente qualitativo empírico. Classifiquei como misto porque a seção de resultados usa essa evidência documental para interpretar diferenças de governança, embora o núcleo da evidência seja quantitativo descritivo."
S2236-57102024000100800,COMPLIANCE E ISOMORFISMO MIMÉTICO DA LEI ANTICORRUPÇÃO NOS ESTADOS BRASILEIROS,Cadernos Gestão Pública e Cidadania,2024,329,mixed_empirical,descriptive_statistics_only,descriptive_quantitative_only,"O artigo usa linguagem explicativa e uma proposição sobre isomorfismo mimético, além de contagens estaduais, mas a análise quantitativa é apenas descritiva e a inferência substantiva decorre principalmente de análise documental qualitativa, sem desenho causal formal."
S2236-57102025000100200,Formação da agenda governamental de enfrentamento à violência contra a mulher,Cadernos Gestão Pública e Cidadania,2025,331,qualitative_only,none,qualitative_only,"The article includes tables and descriptive administrative numbers from legislative and judicial sources, but these are embedded in a documentary reconstruction and are not presented as original quantitative analysis or statistical inference. The safest classification is qualitative only."
S2236-57102025000100201,Efeito do monitoramento dos observatórios sociais nos gastos municipais brasileiros,Cadernos Gestão Pública e Cidadania,2025,332,quantitative_only,statistical_modeling,explicit_causal_design_screen,"The paper contains institutional descriptions and quoted material about observatory practices, but these serve as context and mechanism discussion rather than a substantive qualitative empirical analysis. I therefore classify the empirical evidence as quantitative_only rather than mixed_empirical."
S2236-57102025000100202,Reforma do setor portuário brasileiro: Análise dos investimentos após a Lei n. 12.815/2013,Cadernos Gestão Pública e Cidadania,2025,333,mixed_empirical,descriptive_statistics_only,causal_claim_with_quantitative_analysis_screen,"The article is explicitly descriptive and has no causal identification design, but it also frames the analysis as investigating the effects and impact of the 2013 regulatory framework. I therefore screened it because the causal/explanatory claim is associated with quantitative descriptive analysis, while classifying the credibility-revolution method as absent."
