pid,title,journal_title,classification_input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification,sample_or_data_source_present,manifest_input_text_hash,eligible_order,year,period_3,journal_area,manifest_journal_title,document_type,language,body_word_count,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,strict_design_method,diagnostic_not_design,other_modern_causal_method,inclusive_design_or_other_modern
S0102-85292015000200629,A Ciberguerra É Moderna! Uma Investigação sobre a Relação entre Tecnologia e Modernização na Guerra,Contexto Internacional,a1100786a6593b302f9b62a649e5800a7de9ee99b5ec8dd4871fff4bc1f9798a,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,TRUE,"The article calls one section a Foucauldian genealogy and interprets discourse about cyberwar, which could resemble qualitative interpretive work. However, it does not present a delimited empirical corpus, primary documents, interviews, archival evidence, or a systematic qualitative analysis; the evidence is mainly theoretical and bibliographic.","The article is a theoretical-conceptual and genealogical discussion of cyberwar, modernization, technology and war. It uses literature and historical examples to build an interpretive argument, but it does not conduct original empirical analysis, quantitative analysis, statistical inference, or a credibility-revolution causal design.",FALSE,a1100786a6593b302f9b62a649e5800a7de9ee99b5ec8dd4871fff4bc1f9798a,564,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,7453,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000200661,O Processo de Dessecuritização do Narcotráfico na Unasul,Contexto Internacional,1a22f010f1ce84bb87b871c2a25a12d82784cb56c14eebd8afde77e304834917,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"A construção deste artigo se fundamenta em informações contidas nos documentos oficiais, planos de trabalho, relatórios de reuniões, entre outros.",TRUE,"Defende-se que a América do Sul deu início a um processo de dessecuritização do narcotráfico, em 2011, ao colocar o problema fora do âmbito da defesa.",FALSE,qualitative_only,NA,NA,NA,"Relação entre a atuação normativa e institucional da Unasul, especialmente CDS/CEED e CSPMD, e o deslocamento do narcotráfico do âmbito da defesa para segurança pública, saúde, direitos humanos e políticas ordinárias.","Documentos oficiais, planos de trabalho, relatórios de reuniões, estatutos, resoluções e declarações de órgãos da Unasul, especialmente o Conselho de Defesa Sul-Americano, o CEED e o Conselho Sul-Americano sobre o Problema Mundial das Drogas.",FALSE,NA,"O artigo é empírico qualitativo porque analisa documentos e atos institucionais da Unasul para interpretar um processo de dessecuritização do narcotráfico. Não há análise quantitativa original, inferência estatística ou método causal de credibilidade-revolution; a explicação é documental, histórica e interpretiva.",TRUE,1a22f010f1ce84bb87b871c2a25a12d82784cb56c14eebd8afde77e304834917,565,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,7061,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000200693,Da Discrição ao Ativismo: O Novo Papel da China no Conselho de Segurança da ONU,Contexto Internacional,c269255f227980282a17d54e436adef3f14af1f82428a0c3d645b6889fd2f1d4,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,foram analisadas todas as propostas de resolução e todas as votações do Conselho de Segurança da ONU entre os anos de 1971 e 2012,FALSE,NA,mixed_descriptive_explanatory,clear,"O objetivo principal deste artigo é ressaltar a diferença de comportamento da China no Conselho de Segurança nos períodos entre 1971 e 2006, e entre 2007 e 2012.",TRUE,A mudança de comportamento da China dentro do Conselho de Segurança é resultado direto de uma importante mudança de rumo na política externa do governo de Pequim,FALSE,descriptive_quantitative_only,NA,NA,NA,"Mudança do comportamento da China no Conselho de Segurança da ONU, especialmente vetos e ausências, em relação à ascensão internacional chinesa, à política externa multilateral e à convergência com a Rússia.","Todas as propostas de resolução e votações do Conselho de Segurança da ONU entre 1971 e 2012, complementadas por bibliografia, documentos diplomáticos, registros da ONU e dados econômicos contextuais.",TRUE,"O artigo faz alegações explicativas fortes e usa dados quantitativos descritivos, mas não usa testes, modelos ou desenho causal; por isso a tela de credibilidade foi mantida como não aplicável por se tratar de análise quantitativa apenas descritiva sem desenho causal.","O artigo é empírico e misto porque combina contagens e comparações descritivas de vetos, ausências e votações no Conselho de Segurança com reconstrução qualitativa de casos, documentos, doutrinas e relações sino-russas. A análise quantitativa é apenas descritiva e não há inferência estatística nem método causal da revolução da credibilidade.",TRUE,c269255f227980282a17d54e436adef3f14af1f82428a0c3d645b6889fd2f1d4,566,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,8472,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000200727,A Deslegitimação do Programa Nuclear Iraniano no Discurso de Benjamin Netanyahu,Contexto Internacional,4dd0d4817301b412da363e927af1c820b7710d900825207e69d64cd03cf74f7a,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,interpretive_meaning,clear,examinar como ocorre a deslegitimação do Programa Nuclear Iraniano dentro dos discursos de Benjamin Netanyahu,FALSE,NA,FALSE,qualitative_only,NA,NA,NA,The article analyzes how Netanyahu's UN speeches delegitimize the Iranian Nuclear Program through representations of Israeli peaceful/victim identity versus Iranian threatening identity and through recurring discursive strategies.,Speeches by Benjamin Netanyahu at the United Nations General Assembly between 2009 and 2013.,FALSE,NA,"The article is an empirical qualitative discourse analysis of Netanyahu's UN speeches. It uses documentary textual evidence and interpretive categories from critical discourse analysis to examine delegitimation, but it contains no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,4dd0d4817301b412da363e927af1c820b7710d900825207e69d64cd03cf74f7a,567,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,7462,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000200763,Coalizões Globais Lideradas pelos Estados Unidos na Guerra ao Terror (2001-2011): Para Além do Unilateralismo,Contexto Internacional,7dbb86be68e12eae4c2bde546a028565f938159f4c56e12eac75a64937a8a296,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"""Até meados de 2012, cinquenta países haviam contribuído com tropas""; ""em maio de 2012, cerca de 70% das tropas da ISAF eram dos Estados Unidos e 7% do Reino Unido""; ""Consta da Tabela 2 os países e suas respectivas contribuições em novembro de 2004.""",FALSE,NA,mixed_descriptive_explanatory,clear,"""O presente artigo tem como objetivo analisar a forma como os Estados Unidos construíram uma rede de apoio global para o combate ao terrorismo""; ""a razão primordial para os consideráveis esforços despendidos na sua formação foi, portanto, a busca de maior legitimidade perante a comunidade internacional.""",TRUE,"""argumentamos que a razão pela qual os Estados Unidos se empenharam tanto na formação dessas coalizões [...] está relacionada à busca por maior legitimidade.""",FALSE,descriptive_quantitative_only,NA,NA,NA,"Relação entre liderança norte-americana, formação de coalizões militares no Afeganistão e no Iraque, composição dessas coalizões e busca de legitimidade internacional em contraste com agregação de capacidade militar.","Dois estudos de caso históricos: Guerra no Afeganistão (2001-) e Guerra no Iraque (2003-2011), usando documentos, discursos, resoluções internacionais, literatura secundária e dados descritivos de países e contingentes militares em coalizões.",TRUE,"A decisão difícil é contar o componente quantitativo como análise descritiva própria ou reanalisada, pois as tabelas completas não aparecem no corpo fornecido; ainda assim, o texto afirma que apresenta tabelas de participação por país e interpreta contagens, percentuais e contingentes como parte do argumento empírico.","O artigo é empírico porque analisa evidência histórica e documental dos casos do Afeganistão e do Iraque. É misto porque combina estudos de caso qualitativos com estatísticas descritivas sobre países, tropas e coalizões. A análise quantitativa é apenas descritiva, sem testes, modelos ou inferência estatística, e não há método de credibilidade-revolution.",TRUE,7dbb86be68e12eae4c2bde546a028565f938159f4c56e12eac75a64937a8a296,568,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,6298,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000200791,Ação Coletiva Transnacional e o Sucesso na Construção de um Regime Internacional de Proteção da Pessoa Humana: Da Cruz Vermelha ao TPI,Contexto Internacional,d9dfe6f3ca8c21483f9a0cf88c22284f01c34009201bf5726a25ece483acfcf0,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"""este artigo analisa a relevância dada ao papel da participação de indivíduos e movimentos ativistas transnacionais na reformulação de normas e instituições internacionais de proteção humanitária e de direitos humanos""",TRUE,"""A instalação do TPI em 2002 se deve, em grande parte, ao empenho e ao ativismo de atores não estatais: organizações e indivíduos.""",FALSE,qualitative_only,NA,NA,NA,"Relação entre participação de indivíduos, organizações da sociedade civil e redes transnacionais de advocacia pública e a construção de instituições internacionais de proteção da pessoa humana, especialmente a Cruz Vermelha e o Tribunal Penal Internacional.","Reconstrução qualitativa e histórica baseada em literatura sobre sociedade civil global, redes transnacionais, Cruz Vermelha, direito internacional humanitário, Estatuto de Roma e Tribunal Penal Internacional.",TRUE,"A seção sobre crescimento de ONGIs, tratados e status consultivo na ONU menciona dados numéricos e uma tabela, mas a leitura integral indica que esses números são contextuais e secundários, sem análise quantitativa original ou inferência estatística suficiente para classificar o artigo como quantitativo.","O artigo é empírico qualitativo porque mobiliza reconstrução histórica e evidência institucional sobre atores, organizações, campanhas e processos de criação da Cruz Vermelha e do TPI. Não há análise quantitativa original ou reanálise sistemática, nem inferência estatística. As claims explicativas são desenvolvidas por narrativa histórica e interpretação qualitativa, sem desenho causal de credibilidade.",TRUE,d9dfe6f3ca8c21483f9a0cf88c22284f01c34009201bf5726a25ece483acfcf0,569,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,pt,6104,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000300889,A problem with levels: how to engage a diverse IPE,Contexto Internacional,e7a3eb2b15357789d3ed08d7d9dfa46390e3e0339211cf7963373f7fa4f5c09c,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,TRUE,We argue that they do it via a disciplinary bias towards a unit-level or atomistic understanding of social science.,FALSE,not_empirical,NA,NA,NA,"Conceptual relationship between unit-level or atomistic social-science explanation, the individualism imperative, resistance to social explanation, and the reproduction of Eurocentrism in IR/IPE.","No empirical sample or dataset; the article is based on theoretical engagement with prior scholarship on IPE, IR levels of analysis, social explanation, Eurocentrism, and related debates.",FALSE,NA,"The full body is a conceptual-theoretical essay. It advances an explanatory argument about how disciplinary habits in western social science reproduce Eurocentrism, but it presents no original empirical evidence, no quantitative analysis, no qualitative empirical research design, no statistical inference, and no credibility-revolution method.",TRUE,e7a3eb2b15357789d3ed08d7d9dfa46390e3e0339211cf7963373f7fa4f5c09c,570,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,5895,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000300913,"Is IPE just 'boring',1 or committed to problematic meta-theoretic|al assumptions? A critical engagement with the politics of method",Contexto Internacional,375754a9d1a153fef49927763f714b46c2d1df2afe7774b57ff4c3ce2c83a4a0,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,TRUE,"""Through such critical perspectives, their social construction can be revealed""",FALSE,not_empirical,NA,NA,NA,NA,NA,TRUE,"The article repeatedly discusses causality, historical relations, and examples such as food riots and the NIEO, which could be mistaken for empirical analysis. However, these materials are used for theoretical and methodological critique rather than as original empirical evidence or systematic qualitative analysis.","The full article is a conceptual and methodological critique of mainstream IPE and the politics of method. It engages existing literature and uses illustrative historical examples, but it does not present original empirical evidence, original quantitative analysis, statistical inference, systematic qualitative evidence, or any credibility-revolution causal design.",FALSE,375754a9d1a153fef49927763f714b46c2d1df2afe7774b57ff4c3ce2c83a4a0,571,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,7572,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000300945,Theorising international monetary relations: three questions about the significance of materiality,Contexto Internacional,d6ae98a63de145df16dbc832e749d3a4e5784c232525458b77df6d7aa5c57e3d,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,TRUE,"The article contains real-world examples and a few secondary numerical claims about algorithmic trading, but these are used illustratively from cited literature and are not the author's own empirical analysis or reanalysis.","The article is a conceptual/theoretical engagement with Cohen and social studies of finance. It raises questions about materiality, ontology, agency, and scope in international monetary relations, but presents no original empirical evidence, no original quantitative analysis, no qualitative empirical method, no statistical inference, and no credibility-revolution causal design.",FALSE,d6ae98a63de145df16dbc832e749d3a4e5784c232525458b77df6d7aa5c57e3d,572,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,6407,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000300975,Globalising the classical foundations of IPE thought,Contexto Internacional,058b31b3bac71b9a3a95146090d6f9d3aca1819db5610a33bae85b92e1e75c58,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,interpretive_meaning,clear,"""this article explores one way in which the history of the classical foundations of IPE thought could begin to be told from a more global perspective""",TRUE,"""those ideas appealed to many thinkers in other regions who adapted and transformed them in important ways that deserve greater recognition""",FALSE,qualitative_only,NA,NA,NA,"How thinkers outside Europe and the United States engaged with, adapted, transformed, or independently generated ideas associated with economic liberalism, economic nationalism, and Marxism in the pre-1939 classical foundations of IPE thought.","Historical intellectual materials and secondary scholarship on political economy thinkers and debates outside Europe and the United States before 1939, including examples from the Ottoman Empire, Egypt, Bengal, Latin America, Japan, India, West Africa, China, and Peru.",TRUE,"The main ambiguity is whether an intellectual-history essay based on historical texts and secondary scholarship should count as empirical. I classify it as qualitative empirical because the article substantively analyzes historical texts, thinkers, and cases rather than presenting only abstract theory or a literature review; however, it is not empirical in a data-analysis sense.","The full article is a qualitative intellectual-history reconstruction of non-European and non-US contributions to classical IPE thought. It uses historical texts, thinkers, quotations, and cases, but contains no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,058b31b3bac71b9a3a95146090d6f9d3aca1819db5610a33bae85b92e1e75c58,573,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,8977,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000301011,"'Out in the dark': knowledge, power and IPE in southern Africa",Contexto Internacional,cbab409fb8e7aacb46d779b6839c20c3dfb416c8e032bd9697436007cd1cd6e6,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"we propose to juxtapose the development of political economy as an intellectual project and political economy as a southern African reality. In doing this, we will show how the knowledge of political economy has constructed (and constricted) the political economy of the region.",TRUE,"the intellectual logics of the Cold War, apartheid South Africa and modernisation theory worked to enforce the hegemony of a racial South Africa within the region.",FALSE,qualitative_only,NA,NA,NA,"The article analyzes the relationship between IPE knowledge production, disciplinary canon formation, colonial/apartheid/neoliberal political economy, and the construction of southern Africa as a regional order centered on South African economic and political power.","Qualitative historical and intellectual evidence from secondary scholarship, Cohen's IPE writings, southern African political economy literature, historical events of colonialism, decolonization and apartheid, and examples of think tanks, policy conferences, and regional institutions.",TRUE,"The article is not an empirical research design with explicit data and methods, but it does substantively reconstruct historical and institutional evidence about southern African political economy. I classify it as qualitative empirical rather than non-empirical because the argument depends on historical cases, institutions, texts, and regional processes, not only abstract theory or literature review.","The article is a qualitative historical and interpretive essay. It uses intellectual history and substantive historical reconstruction to explain how IPE knowledge and political-economic power shaped southern Africa, but it contains no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,cbab409fb8e7aacb46d779b6839c20c3dfb416c8e032bd9697436007cd1cd6e6,574,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,7177,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292015000301041,A global conversation: rethinking IPE in post-hegemonic scenarios,Contexto Internacional,80717d70cf290e99e56c1ab186d0840e555325a138e396d73a82e99735f55df1,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,TRUE,"we propose that this moment be regarded as 'post-hegemonic', and the regional formations that emerged since the early 2000s as 'post-hegemonic regionalism'. The declining influence of the United States, together with the emergence of new policies and particularly the carving out of spaces in niche areas of intervention, have given geography an identity",FALSE,not_empirical,NA,NA,NA,NA,NA,TRUE,"The article makes explanatory conceptual claims about the emergence and meaning of post-hegemonic regionalism, and it discusses Latin American institutions and historical developments. However, these are not presented through an original empirical research design, so the article is best classified as non-empirical despite its substantive historical illustrations.","The full article is a conceptual and literature-based IPE essay calling for a global conversation about regions and post-hegemonic regionalism. It contains no original quantitative analysis, no statistical inference, and no systematic qualitative evidence such as interviews, archives, or document analysis. Its causal-sounding claims are theoretical and agenda-setting rather than supported by a credibility-revolution design.",FALSE,80717d70cf290e99e56c1ab186d0840e555325a138e396d73a82e99735f55df1,575,2015,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,6869,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100011,When Foreign Policy Meets Social Demands in Latin America,Contexto Internacional,251c2744de61b2e047e550fdf2541a9278ab54fa08da16a76a3d991b10aa837c,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"our objective is to provide readers with a general idea of the reasons why foreign policy has met, should have met, or has been expected to meet social demands in contemporary Latin America.",TRUE,"if those are the main independent variables that account for the general phenomenon, there is less agreement about the reasons why the various left-of-centre governments became more or less radical, and more or less market-friendly.",FALSE,qualitative_only,NA,NA,NA,"The article analyzes how social demands, democratization, post-neoliberal development strategies, regionalism, and new domestic actors have reshaped Latin American foreign policy-making.","Secondary literature and comparative historical discussion of Latin American political developments, development strategies, regional institutions, and foreign-policy actors, especially in Argentina, Brazil, Chile, Mexico, Venezuela, Bolivia, Ecuador, and regional organizations.",FALSE,NA,"The article is a qualitative, literature-based and historically grounded introductory essay. It contains substantive empirical discussion of Latin American politics and foreign policy, but no original or reanalyzed quantitative analysis, no statistical inference, and no credibility-revolution causal design. Its main goal is mixed descriptive and explanatory reconstruction of why and how foreign policy has come to intersect with social demands in Latin America.",TRUE,251c2744de61b2e047e550fdf2541a9278ab54fa08da16a76a3d991b10aa837c,576,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,10012,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100055,Foreign policy of the New Left: explaining Brazil's Southern partnerships,Contexto Internacional,370d5edd131dc9534ae651b2ddf3fa159b2854071ab7c093d50f789938af38f7,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,This article therefore investigates the determinants of Brazilian foreign policy in order to better understand the global implications of New Left governance in Brazil.,TRUE,these factors explain why the promotion of Southern ties has been undertaken in such contradictory ways,FALSE,qualitative_only,NA,NA,NA,"The article analyzes how institutional arrangements, Itamaraty, PT politicization, business and agribusiness interests, and weak civil society participation shaped Brazil's Southern partnerships and their consequences for Southern states and citizens.","Secondary sources; speeches and official documents from the Brazilian Ministry of Foreign Affairs website; and 26 semi-structured interviews conducted in Haiti in 2015 with government officials, international organizations, bilateral cooperation agencies, and civil society representatives.",FALSE,NA,"The article is empirical and qualitative because it analyzes documents, speeches, secondary sources, cases, and original semi-structured interviews to explain Brazil's South-South foreign policy. It contains contextual numerical facts from cited sources, but no original or reanalyzed quantitative analysis, statistical inference, or credibility-revolution causal design.",TRUE,370d5edd131dc9534ae651b2ddf3fa159b2854071ab7c093d50f789938af38f7,577,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,8690,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100095,"Neoliberal Crisis, Social Demands, and Foreign Policy in Kirchnerist Argentina*",Contexto Internacional,9f64eb61cd667609609c9e77eebe727cfbf3f63fa83b394a730c33c325ff20a5,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"""analysing how and why domestic dynamics gained growing influence over foreign policy in the Kirchner years""",TRUE,"""domestic politics played a growing role in foreign policy formation""",FALSE,qualitative_only,NA,NA,NA,"The article analyzes how domestic dynamics, social demands, internal constraints, and state-society relations influenced Argentine foreign policy and international insertion during the Kirchner administrations.","Qualitative historical evidence from Argentine foreign policy episodes from 2003 to 2015, including debt renegotiation, the gas crisis, human rights policy, the paper mills conflict, the Iran memorandum, and the Vulture Funds dispute, using speeches, policy events, legal and diplomatic developments, civil society actions, and secondary sources.",FALSE,NA,"The article is an empirical qualitative historical analysis of Kirchnerist foreign policy. It uses case narratives, documents, speeches, institutions, social movements, and policy episodes to explain how domestic demands shaped foreign policy. Although it reports contextual numbers, it does not conduct original quantitative analysis, statistical inference, or any credibility-revolution causal design.",TRUE,9f64eb61cd667609609c9e77eebe727cfbf3f63fa83b394a730c33c325ff20a5,578,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,7874,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100133,"Human Rights, Economic Liberalism and Social Affairs in Post-Pinochet Chile",Contexto Internacional,f2a9c17f20dfbf5a4f8f487f9e8d9fb844a4ce1fa824821907c3d703f5a9e4bf,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"""This text suggests that in these experiences there is also, in its origin, a democratising potential for a foreign policy of social content.""",TRUE,"""What are the consequences of a foreign policy with a basically economic orientation?""",FALSE,qualitative_only,NA,NA,NA,"The article analyzes how human rights commitments, economic liberalism/open regionalism, business influence, and subnational paradiplomacy shaped Chilean foreign policy after the Pinochet regime.","Qualitative historical and institutional evidence on post-1990 Chilean foreign policy, including government administrations, human-rights measures, trade-policy institutions, border integration committees, and the Aymaras Without Borders case.",FALSE,NA,"The article is an empirical qualitative historical-institutional analysis. It uses documentary, policy, institutional, and case-based evidence to reconstruct and explain Chilean foreign policy after the dictatorship. It mentions contextual numbers, but it does not conduct original quantitative analysis or report statistical inference, and it contains no credibility-revolution causal design.",TRUE,f2a9c17f20dfbf5a4f8f487f9e8d9fb844a4ce1fa824821907c3d703f5a9e4bf,579,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,7314,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100165,From Chávez to Maduro: Continuity and Change in Venezuelan Foreign Policy,Contexto Internacional,6239e9d8104dbbe365e0b6f22869f743b60d9804d10ebb62f9e6dfede6c8cd67,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"""In the following graphic we present the evolution of Venezuelan democracy under Chávez.""",FALSE,NA,mixed_descriptive_explanatory,clear,"""This article analyses the effects that domestic political dynamics and the changing international order have had on the formulation of Venezuelan foreign policy""",TRUE,"""Our central hypothesis is that the historic socio-political fragmentation streams, regional tensions and the energy market hinder the continuity of an expansive foreign policy""",FALSE,descriptive_quantitative_only,NA,NA,NA,"The article analyzes how domestic political dynamics, presidential charisma, legislative control, oil-market conditions, regional tensions, and changes in the international order shape continuity and change in Venezuelan foreign policy from Chávez to Maduro.","Qualitative case evidence on Venezuelan foreign policy, domestic institutions, regional politics, and international alliances, supplemented by descriptive Polity IV democracy data and contextual secondary-source figures on oil, arms purchases, Chinese finance, and Cuban cooperation.",TRUE,"The article is overwhelmingly qualitative, but it explicitly says it presents a graphic on the evolution of Venezuelan democracy under Chávez and interprets Polity IV data. That supports counting a limited descriptive quantitative component, though there is no statistical modeling or inference.","The article is an empirical explanatory case study of Venezuelan foreign policy. It uses qualitative historical, institutional, constitutional, and geopolitical evidence, and includes limited descriptive quantitative evidence from a Polity IV graphic. It does not report statistical inference or use any credibility-revolution causal design.",TRUE,6239e9d8104dbbe365e0b6f22869f743b60d9804d10ebb62f9e6dfede6c8cd67,580,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,8217,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S0102-85292016000100203,The Mexican Experience of the NAPAPI Revision Process,Contexto Internacional,7ffa55d4dab35e7295a94602ca3072dafb4ba51d6bfb8ce10aa4510c2fcd07c3,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"This article studies this case, examines how international cooperation impacts on a public health domestic agenda, and how domestic intergovernmental processes and intersectoral dynamics influence the crafting of foreign policy.",TRUE,"Mexico was able to play a more active role in the renegotiation of the trilateral plan, with the participation of various domestic role players. However, in line with two-level game theory, national actors' interest and participation in the negotiations were driven by their positions and roles in domestic politics.",FALSE,qualitative_only,NA,NA,NA,"How international cooperation on pandemic influenza affected Mexico's domestic public health agenda, and how Mexican domestic intergovernmental and intersectoral dynamics shaped the foreign-policy process that revised NAPAPI after the 2009 H1N1 outbreak.","Qualitative case evidence on Mexico and the NAPAPI revision process, including official agreements and plans, Mexican legal and policy documents, meeting records, internal documents, appendix actor-interest tables, and an interview with a former director in the Directorate General of Epidemiology.",FALSE,NA,"The article is an empirical qualitative case study using documentary evidence, legal and policy materials, process reconstruction, actor-interest mapping, and an interview to explain Mexico's role in the NAPAPI revision. It contains contextual numerical facts from cited sources but no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,7ffa55d4dab35e7295a94602ca3072dafb4ba51d6bfb8ce10aa4510c2fcd07c3,581,2016,2012-2018,Relações Internacionais,Contexto Internacional,research-article,en,7101,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
