pid,title,journal_title,journal_area,year,period_3,credibility_revolution_screen_applicable,credibility_revolution_method_present,method_type,causal_design_quote,tough_call,method_class
S0011-52582008000400006,Aprovação de empréstimos a governos subnacionais no Brasil: há espaço para comportamento político oportunista?,Dados,Ciência Política e Ciências Sociais,2008,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""estamos interessados sobretudo em testar a presença de correlação entre sobrevivência e variáveis políticas""",TRUE,diagnostic_not_design
S0011-52582009000100001,"Cor, educação e casamento: tendências da seletividade marital no Brasil, 1960 a 2000",Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582009000100006,O gênero do discurso parlamentar: mulheres e homens na tribuna da câmara dos deputados,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582009000200001,"Partidos políticos e governadores como determinantes do comportamento legislativo na câmara dos deputados, 1988-2006",Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,fixed_effects_causal_panel_claim,"""Por fim, controlamos para não observáveis, por meio de uma série de efeitos fixos... para os estados... para o representante individual... e para as votações nominais.""",TRUE,diagnostic_not_design
S0011-52582009000200001,"Partidos políticos e governadores como determinantes do comportamento legislativo na câmara dos deputados, 1988-2006",Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Por fim, controlamos para não observáveis, por meio de uma série de efeitos fixos... para os estados... para o representante individual... e para as votações nominais.""",TRUE,diagnostic_not_design
S0011-52582009000200002,Caminhos para o parlamento: candidatos e eleitos nas eleições para deputado federal em 2006,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,FALSE,diagnostic_not_design
S0011-52582009000200003,Razões da intolerância na Europa integrada,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582009000200006,As redes sociais importam para a pobreza urbana?,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"a causalidade entre esses elementos é considerada biunívoca; ou seja, as redes influenciam os processos, mas são também impactadas por eles",TRUE,diagnostic_not_design
S0011-52582009000400002,Política externa chilena e espectro ideológico político-partidário: um estudo sobre a Câmara dos Deputados (2002-2006),Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582009000400004,A influência da dinâmica eleitoral sobre o comportamento dos partidos na Câmara dos Deputados e no Senado Federal,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582009000400005,Determinantes do comportamento particularista de legisladores estaduais brasileiros,Dados,Ciência Política e Ciências Sociais,2009,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,analisar o impacto dos diversos fatores tratados como variáveis independentes,FALSE,diagnostic_not_design
S0011-52582010000100005,"Perfis do professorado da rede pública de São Paulo: a interação entre espaço, regras institucionais e escolhas individuais no resultado de uma política pública",Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582010000100006,A produção decisória do sistema de justiça criminal para o crime de homicídio: análise dos dados do estado de São Paulo entre 1991 e 1998,Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"foram construídos três modelos de regressão logística distintos, cada qual referente a um deles",TRUE,diagnostic_not_design
S0011-52582010000100008,Diferenciais no comportamento reprodutivo das mulheres Brasileiras: uma análise a partir dos grupos ocupacionais,Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582010000200006,"Escolhas familiares, estratificação educacional e desempenho escolar: quais as relações",Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,O modelo estima o efeito médio de cada uma das escolhas familiares consideradas sobre o desempenho dos alunos.,TRUE,diagnostic_not_design
S0011-52582010000300006,Visibilidade na mídia e campo político no Brasil,Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582010000400002,Quando leis não produzem os resultados esperados: financiamento eleitoral em perspectiva comparada,Dados,Ciência Política e Ciências Sociais,2010,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582011000100001,Desigualdade racial de saúde e contexto de classe no Brasil,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A partir do modelo inicial o estudo gera uma série de ""experimentos estatísticos"" ao incorporar classe social e outros indicadores socioeconômicos como variáveis independentes de controle com o objetivo de especificar a sua contribuição para a formação do elo entre a condição racial e os resultados de saúde.",TRUE,diagnostic_not_design
S0011-52582011000100002,Desigualdade de oportunidades e resultados educacionais no Brasil,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,não estou tentando mostrar o efeito causal de uma única variável,TRUE,diagnostic_not_design
S0011-52582011000100003,Desigualdade e discriminação de imigrantes internacionais no mercado de trabalho brasileiro,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""mantendo tais características constantes, além da posição no mercado de trabalho e das variáveis socialmente significativas - raça/cor, educação, experiência, horas de trabalho, números de postos de trabalho, posição de classe, estado civil e posição no domicílio -, as diferenças baseadas na origem ainda permanecem.""",TRUE,diagnostic_not_design
S0011-52582011000100007,"A força dos partidos ""fracos""",Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Para testar a hipótese de que partidos monocráticos ou oligárquicos têm menor probabilidade de lançar candidatos do que partidos poliárquicos porque têm maior facilidade em deixar de lançar candidatos, iremos utilizar um modelo de entrada",TRUE,diagnostic_not_design
S0011-52582011000200004,A Concentração eleitoral nas eleições paulistas: medidas e aplicações,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582011000200005,"Controle da corrupção e burocracia da linha de frente: regras, discricionariedade e reformas no Brasil",Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582011000200006,Estratificação educacional no Brasil do século XXI,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Serão estimados três modelos para cada ano da PNAD: um para a transição 1 e outro para a transição 2,FALSE,diagnostic_not_design
S0011-52582011000300005,Validade e confiabilidade das medidas de confiança interpessoal: o barômetro das Américas,Dados,Ciência Política e Ciências Sociais,2011,2005-2011,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,FALSE,diagnostic_not_design
S0011-52582012000100003,Estrutura da competição pela Presidência e consolidação do sistema partidário no Brasil,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582012000100004,Contexto e competição na política paulista,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582012000100007,"Preto no branco?: mensuração, relevância e concordância classificatória no país da incerteza racial",Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582012000200002,A segregação dos jovens em Paris,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582012000300003,Quatro décadas de mobilidade social no Brasil,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""realizar uma análise contrafactual. Ou seja, uma simulação para avaliar conjuntamente o tamanho do impacto de cada um dos três mecanismos""",TRUE,diagnostic_not_design
S0011-52582012000300005,Transições ocupacionais e mercados de trabalho intermetropolitanos: os casos de Rio de Janeiro e São Paulo,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582012000400001,Governos minoritários no presidencialismo latino-americano: determinantes institucionais e políticos,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"modelos de regressão logística, pelo método de máxima verossimilhança",FALSE,diagnostic_not_design
S0011-52582012000400005,Articulações intrapartidárias e desempenho eleitoral no Brasil,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,TRUE,regression_discontinuity,"Para identificar o efeito causal que a eleição de um prefeito pode ter sobre o desempenho de seu partido nas eleições para deputados estaduais e federais, utilizamos um modelo de regressão descontínua",FALSE,strict_design_method
S0011-52582012000400006,Escola pública e segmentos populares em um contexto de construção institucional da democracia,Dados,Ciência Política e Ciências Sociais,2012,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582013000200005,Determinantes do controle horizontal em parlamentos reativos: o caso do Brasil (1988-2005),Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Incluímos diversas medidas de poder presidencial e de estratégia legislativa, bem como a variável de ciclo eleitoral e as variáveis dummy para cada presidente.""",TRUE,diagnostic_not_design
S0011-52582013000200006,Influência majoritária em eleições proporcionais: os efeitos presidenciais e governatoriais sobre as eleições para a câmara dos deputados brasileira (1994-2010),Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,os resultados encontrados apontam que a ocupação de cargos majoritários não se revelou importante na definição da votação dos partidos para câmara baixa,TRUE,diagnostic_not_design
S0011-52582013000300001,O Rio de Janeiro e o Estado Nacional (1946-2010),Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582013000300002,Política estadual e desigualdade: por que alguns estados redistribuem mais do que outros?,Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""serão analisados três modelos PCSE-AR1 que conterão também efeito fixo dos estados e dos anos analisados"".",TRUE,diagnostic_not_design
S0011-52582013000300003,Avaliação de Impacto das condicionalidades de educação do Programa Bolsa Família (2005 e 2009),Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Como possuímos um desenho não experimental, em que o recebimento da política não foi determinado por um sorteio aleatório, não podemos realmente examinar um contrafactual verdadeiro.",TRUE,diagnostic_not_design
S0011-52582013000300004,Fatores familiares e desempenho escolar: uma abordagem multidimensional,Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,O propósito desses modelos parciais é o de estimar o efeito isolado de cada um dos fatores no desempenho do aluno.,TRUE,diagnostic_not_design
S0011-52582013000300007,Construindo a América do Sul: identidades e interesses na formação discursiva da Unasul,Dados,Ciência Política e Ciências Sociais,2013,2012-2018,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582014000100004,"Estrutura de Classes, Educação e Queda da Desigualdade de Renda (2002-2011)",Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Em todas as regressões, a variável dependente foi o logaritmo natural da renda do trabalho principal em reais de 2013.",TRUE,diagnostic_not_design
S0011-52582014000100005,Proposta de um Indicador Socioeconômico para os Alunos das Escolas Públicas dos Municípios Brasileiros,Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582014000300675,Estrutura Social e Segregação em São Paulo: Transformações na Década de 2000,Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582014000300773,"Por que as Pessoas Votam na Esquerda? Clivagens, Ideologia e Voto Retrospectivo na Bolívia e no Uruguai em Perspectiva Comparada",Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,se construye un modelo completo con dos variables adicionales,TRUE,diagnostic_not_design
S0011-52582014000300817,"O Efeito das Emendas ao Orçamento no Comportamento Parlamentar e a Dimensão Temporal: Velhas Teses, Novos Testes",Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,TRUE,instrumental_variables,"""optamos por usar ou a execução do orçamento federal nos estados a que pertencem os deputados (instrumento externo), ou a defasagem da variável dependente em ordens suficientemente grandes""",FALSE,strict_design_method
S0011-52582014000300817,"O Efeito das Emendas ao Orçamento no Comportamento Parlamentar e a Dimensão Temporal: Velhas Teses, Novos Testes",Dados,Ciência Política e Ciências Sociais,2014,2012-2018,TRUE,TRUE,fixed_effects_causal_panel_claim,"""optamos por usar ou a execução do orçamento federal nos estados a que pertencem os deputados (instrumento externo), ou a defasagem da variável dependente em ordens suficientemente grandes""",FALSE,diagnostic_not_design
S0011-52582015000100037,"Renda, Relações Sociais e Felicidade no Brasil",Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Não há relação causal nem determinística, mas apenas uma associação expressando uma maior tendência ou probabilidade",TRUE,diagnostic_not_design
S0011-52582015000100079,Classe Social e Deslocamentos de Renda no BrasilClasse Social e Deslocamentos de Renda no Brasil,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582015000100111,Quem é Classe Média no Brasil? Um Estudo sobre Identidades de Classe*,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"“variáveis como escolaridade, consumo e, principalmente, renda, produzem fortes efeitos sobre as identidades de classe”",TRUE,diagnostic_not_design
S0011-52582015000100151,"A Macrodinâmica Social Brasileira: Mudanças, Continuidades e Desafios",Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582015000200371,Fazendo Eleitores e Eleições: Mobilização Política e Democracia no Brasil Pós-Estado Novo,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582015000200401,"Economia, Ideologia e Eleições na América Latina",Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Estimei, então, três modelos de regressão linear, incluindo as variáveis binárias ""Presidente de Esquerda"" e ""Presidente de Direita"", além de uma interação de cada uma delas com indicadores econômicos.",TRUE,diagnostic_not_design
S0011-52582015000200427,Institucionalização Partidária e Consistência Programática: A Resposta da Esquerda a Ataques Especulativos na América Latina,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Como ataques especulativos afetam a consistência programática de governos na América Latina?,TRUE,diagnostic_not_design
S0011-52582015000300651,Nacionalização Partidária e Estratégias Eleitorais no Presidencialismo de Coalizão,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,FALSE,diagnostic_not_design
S0011-52582015000300721,"Capital Familiar e Carreira Política no Brasil: Gênero, Partido e Região nas Trajetórias para a Câmara dos Deputados",Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582015000300791,Equidade na Educação Superior no Brasil: Uma Análise Multinomial das Políticas Públicas de Acesso,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""Estas estimativas têm um limite por serem realizadas a partir de amostra censurada dos alunos demandantes de ensino superior... Além disso, há viés de seleção amostral""",TRUE,diagnostic_not_design
S0011-52582015000400913,Território e Desigualdades de Renda em Regiões Metropolitanas do Brasil,Dados,Ciência Política e Ciências Sociais,2015,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A regressão linear múltipla nos possibilita testar o efeito conjugado de diversas variáveis, denominadas de variáveis independentes ou explicativas, sobre a variável dependente",FALSE,diagnostic_not_design
S0011-52582016000100011,A Psicologia Política das Classes Sociais no Brasil: Atributos das Atitudes Políticas por Estratificação e Mobilidade Social,Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582016000100053,"Dinheiro, Tempo e Memória Eleitoral: Os Mecanismos que Levam ao Voto nas Eleições para Prefeito em 2012",Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""A análise de trajetória é uma técnica que utiliza o conceito de variável mediadora em uma regressão""",TRUE,diagnostic_not_design
S0011-52582016000100091,Governo e Oposição no Senado Brasileiro (1989-2010),Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""iremos comparar os parlamentares que estiveram tanto no governo como na oposição com o objetivo de aferir a importância da coalizão no comportamento em votações nominais"".",TRUE,diagnostic_not_design
S0011-52582016000200357,Educação e Rendimentos dos Ricos no Brasil,Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Nossas simulações são parciais e estáticas. Evidentemente, não podemos esperar precisão desse tipo de simulações",TRUE,diagnostic_not_design
S0011-52582016000200385,"Desigualdade de Rendimentos do Trabalho no Curto e no Longo Prazo: Tendências de Idade, Período e Coorte",Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A estratégia empírica adotada aqui se baseia no uso de seis diferentes modelos, que partem de suposições distintas",TRUE,diagnostic_not_design
S0011-52582016000300823,Cooperação e Coordenação na Implementação de Políticas Públicas: O Caso da Saúde,Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,Assumir essas hipóteses implica o reconhecimento da existência de elementos explicativos provenientes de diversos níveis,TRUE,diagnostic_not_design
S0011-52582016000300867,As Organizações Sociais de Saúde e o Desempenho do SUS: Um Estudo sobre a Atenção Básica em São Paulo,Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,TRUE,difference_in_differences,coletamos dados de diversas fontes e utilizamos o método da diferença-em-diferenças,FALSE,strict_design_method
S0011-52582016000401091,A Concentração Eleitoral no Brasil (1994-2014),Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582016000401127,"Comissões Permanentes, Estrutura de Assessoramento e o Problema Informacional na Câmara dos Deputados do Brasil",Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,com a inclusão de efeitos fixos para anos e comissões,TRUE,diagnostic_not_design
S0011-52582016000401241,"Saúde, Religião e Trânsito Religioso: Estudo Pró-Saúde",Dados,Ciência Política e Ciências Sociais,2016,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582017000100007,"Mais Participação, Maior Responsividade? As Conferências Nacionais de Políticas Públicas e a Qualidade da Democracia no Brasil",Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,NA,TRUE,diagnostic_not_design
S0011-52582017000100079,Oligarquia Competitiva e Profissionalização Política: O Caso dos Senadores Brasileiros na Primeira República (1889-1934),Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582017000100111,Composição do Gabinete e a Criação de Burocracias Públicas Centralizadas na Presidência da República no Brasil,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,foram estimados quatro modelos de regressão binária logística a fim de determinar a probabilidade da centralização decisória,TRUE,diagnostic_not_design
S0011-52582017000200293,Sentindo na Pele: Percepções de Discriminação Cotidiana de Pretos e Pardos no Brasil,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Como trabalhamos com um survey transversal (cross sectional) e não temos a ordem de temporalidade dos fenômenos, é impossível discernir entre eles",TRUE,diagnostic_not_design
S0011-52582017000200331,"Estratificação Residencial, Valoração do Trabalho Doméstico e Uso do Tempo: Contribuições para a Análise do Caso do Brasil",Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582017000200437,A Rede dos Gestores Locais em São Paulo,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582017000300623,50 Anos da Revista DADOS: Uma Análise Bibliométrica do seu Perfil Disciplinar e Temático,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,none_detected,NA,FALSE,diagnostic_not_design
S0011-52582017000300751,Tradições Intelectuais na Ciência Política Brasileira Contemporânea,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582017000401025,"Burocracias Profissionais Ampliam Capacidade Estatal para Implementar Políticas? Governos, Burocratas e Legislação em Municípios Brasileiros",Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"“Para controlar os efeitos de fatores demográficos, foram escolhidos a variável Gini [...] e tamanho da população...”",TRUE,diagnostic_not_design
S0011-52582017000401059,Despesas de Campanha e Sucesso Eleitoral nos Pleitos Legislativos Brasileiros,Dados,Ciência Política e Ciências Sociais,2017,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,a defasagem no tempo entre a campanha e o dia da votação constitui um controle para o potencial problema de endogeneidade,TRUE,diagnostic_not_design
S0011-52582018000100047,Incumprimento Protecionista no Mercado Único da União Europeia,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"A variável dependente é a forma de solução do caso, em que Y=1, se o caso foi resolvido no TJUE, e Y=0, se foi resolvido de forma não contenciosa.",TRUE,diagnostic_not_design
S0011-52582018000100103,Rendimento do Trabalho das Esposas e Tendências da Desigualdade de Renda no Brasil (1992-2014),Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582018000100255,Para além da Indexação: Circuitos de Publicação das Ciências Sociais na Argentina e no Brasil,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582018000200405,"Oferta, Demanda e Nota de Corte: Experimento Natural sobre Efeitos da Lei das Cotas no Acesso à Universidade Federal de Minas Gerais",Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,TRUE,matching_or_weighting,"Um experimento natural, com atribuição “como se” aleatória ao tratamento (neste caso, maior percentual de vagas reservadas em 2015 em relação a 2014) para indivíduos de certa idade, e uma estratégia de pareamento conhecida como fronteira de pareamento (matching frontier), possibilitam inferências causais",FALSE,strict_design_method
S0011-52582018000200405,"Oferta, Demanda e Nota de Corte: Experimento Natural sobre Efeitos da Lei das Cotas no Acesso à Universidade Federal de Minas Gerais",Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,TRUE,other_modern_causal_method,"Um experimento natural, com atribuição “como se” aleatória ao tratamento (neste caso, maior percentual de vagas reservadas em 2015 em relação a 2014) para indivíduos de certa idade, e uma estratégia de pareamento conhecida como fronteira de pareamento (matching frontier), possibilitam inferências causais",FALSE,other_modern_causal_method
S0011-52582018000300617,Restrição à Liberdade Religiosa no Mundo: Caracterização de Clusters e Definição de Modelos Explicativos,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"O método inserir, método padrão no SPSS, foi usado para estimar o modelo, já que o meu objetivo era incluir todas as variáveis independentes escolhidas.",FALSE,diagnostic_not_design
S0011-52582018000300695,Os Ciclos Político-Econômicos e os Gastos dos Estados no Brasil: 1995-2013,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,fixed_effects_causal_panel_claim,"""O Teste de Hausman foi utilizado neste trabalho para a escolha do modelo mais eficiente e consistente""",TRUE,diagnostic_not_design
S0011-52582018000300773,Distribuição Espacial do Desempenho do Programa Bolsa Família: Um Estudo à Luz do IGD-M,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"Para verificar quanto estas variáveis explicam o IGD, foi construído um Modelo de regressão multivariada",TRUE,diagnostic_not_design
S0011-52582018000400265,Estudo Longitudinal sobre Eficácia Educacional no Brasil: Comparação entre Resultados Contextualizados e Valor Acrescentado,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"""modelos de regressão multinível""",TRUE,diagnostic_not_design
S0011-52582018000400341,Desigualdade de Renda e Demanda por Redistribuição Caminham Juntas na América Latina no Período 1997-2015,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,fixed_effects_causal_panel_claim,"adotou-se a estratégia empírica de Schmidt (2016), ou seja, uma estimação multinível com pseudopainel com efeitos fixos e aleatórios",TRUE,diagnostic_not_design
S0011-52582018000400341,Desigualdade de Renda e Demanda por Redistribuição Caminham Juntas na América Latina no Período 1997-2015,Dados,Ciência Política e Ciências Sociais,2018,2012-2018,TRUE,FALSE,observational_regression_with_causal_claim_no_design,"adotou-se a estratégia empírica de Schmidt (2016), ou seja, uma estimação multinível com pseudopainel com efeitos fixos e aleatórios",TRUE,diagnostic_not_design
S0011-52582019000100300,Diferenciais de Participação Laboral e Rendimento por Gênero e Classes de Renda: uma Investigação sobre o Ônus da Maternidade no Brasil,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,TRUE,matching_or_weighting,"""optamos por parear os grupos de homens e mulheres segundo as suas características observáveis""; ""regressões quantílicas causais""",TRUE,strict_design_method
S0011-52582019000100300,Diferenciais de Participação Laboral e Rendimento por Gênero e Classes de Renda: uma Investigação sobre o Ônus da Maternidade no Brasil,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,TRUE,other_modern_causal_method,"""optamos por parear os grupos de homens e mulheres segundo as suas características observáveis""; ""regressões quantílicas causais""",TRUE,other_modern_causal_method
S0011-52582019000100301,Lealdade Democrática dos Partidos de Oposição na América Latina (1978-2010): Uma Explicação Institucionalista,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,observational_regression_with_causal_claim_no_design,los modelos logit estimarán la probabilidad de que una oposición partidaria en un determinado país y año sea leal o desleal de acuerdo a un conjunto de variables independientes.,TRUE,diagnostic_not_design
S0011-52582019000100303,Organização e Ideologia nos Partidos da América Latina: uma Aproximação da Hipótese de Michels,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
S0011-52582019000100304,A Polícia e o Medo do Crime no Distrito Federal,Dados,Ciência Política e Ciências Sociais,2019,2019-2025,TRUE,FALSE,none_detected,NA,TRUE,diagnostic_not_design
