pid,title,year,journal_title,source_file,input_text_hash,field,critical_field,consensus_level,decision,consensus_value,agent_a_value,agent_b_value,agent_c_value,agent_a_valid,agent_b_valid,agent_c_valid,n_valid,n_distinct_values,top_n,fidelity_issue_n,high_severity_n,medium_severity_n,low_severity_n,fidelity_agents_with_issue,fidelity_statuses,disagreement_flag,priority_score,adjudication_reason
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,5154ba0be251e7045cf997134f9d584fa2d08b5803189cfe03296e9efb6532df,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,evidence_type,TRUE,critical_disagreement,adjudicate,,qualitative,theoretical-normative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,3eedbc8ad5ee1d7c1f2c122ea44b7747c4f5a9f787d0c83e73f16a7e0e71090a,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,FALSE,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,evidence_type,TRUE,critical_disagreement,adjudicate,,theoretical-normative,quantitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,is_empirical_quant_paper,TRUE,critical_disagreement,adjudicate,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,1a411b2e9dc7208683af65f5b5a705d5ae17257007e1ebc6281379ef87098de7,method_status,TRUE,critical_disagreement,adjudicate,,essayistic,explicit,essayistic,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,49796a7d6e8d7326491722f8deaefc2f318b11a68824b4e5d0e752a21887fc1b,evidence_type,TRUE,critical_disagreement,adjudicate,,theoretical-normative,qualitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,49796a7d6e8d7326491722f8deaefc2f318b11a68824b4e5d0e752a21887fc1b,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,49796a7d6e8d7326491722f8deaefc2f318b11a68824b4e5d0e752a21887fc1b,method_status,TRUE,critical_disagreement,adjudicate,,essayistic,explicit,essayistic,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0101-33002021000300497,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,2665cca897672cb94bc62f6166697d83cf6929357b7fe0562f79c8fa5e68bec8,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002022000200231,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,6d8ae1b6a42ca5f43f412c77269d36a9d321dbf3cd5b11e91d2e07262dc06e48,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,b553d80e09502c9697b055a0545ab25bca0650f990353620f73746b598c1fa00,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,<NULL>,Other,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,data/processed/fulltext_gold/article_texts_gold.csv,b553d80e09502c9697b055a0545ab25bca0650f990353620f73746b598c1fa00,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,6a9dcc3571ddaa58cdab44e528e4ff6f0a28d53840afb876d53659b4779e81e8,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0fb780d2d15a5d6365b8ffc003de73c0a3a592e94ff3034ef420ad3af1e40d8e,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c887cd30b6c88ad69ce2848496e85d9e8cabbc0d18f739505b82f68e24ac5a00,evidence_type,TRUE,critical_disagreement,adjudicate,,theoretical-normative,qualitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c887cd30b6c88ad69ce2848496e85d9e8cabbc0d18f739505b82f68e24ac5a00,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9c9aa0be5a40b84fb6286b617cc297e231c9dac12a03ffab730ede2c1198b2f1,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,evidence_type,TRUE,critical_disagreement,adjudicate,,qualitative,qualitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e2fa057c0634a7ebc0dd88fc4408af656f61bdd5c750b4d7f5ae19e43f206706,method_status,TRUE,critical_disagreement,adjudicate,,explicit,explicit,essayistic,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,a891d16c7f3e177ea681d484f119d08e143a961ebee79c387abb360b240150c3,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,evidence_type,TRUE,critical_disagreement,adjudicate,,qualitative,quantitative,quantitative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,is_empirical_quant_paper,TRUE,critical_disagreement,adjudicate,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,0978093cfcf5e5af8ac229eb97d2c7b001d79347abb656d6ca705ecdf261705e,method_status,TRUE,critical_disagreement,adjudicate,,essayistic,explicit,explicit,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,39096e41312b1cb5ba04afdd4a1ffc17ebb5a2ba0500bbbb8038d6abf82133fb,evidence_type,TRUE,critical_disagreement,adjudicate,,qualitative,qualitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,39096e41312b1cb5ba04afdd4a1ffc17ebb5a2ba0500bbbb8038d6abf82133fb,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,2014,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,39096e41312b1cb5ba04afdd4a1ffc17ebb5a2ba0500bbbb8038d6abf82133fb,method_status,TRUE,critical_disagreement,adjudicate,,explicit,essayistic,essayistic,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,<NULL>,Other,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,fa7ae1f5eb795bf6291b076015c1d26e423e07388bfa72ff5b61e305d375b2d5,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,2016,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,4d0c0fdb543503cc5efd72445c61b1728fef36abf30879104ef32d886c03db1c,evidence_type,TRUE,critical_disagreement,adjudicate,,theoretical-normative,qualitative,theoretical-normative,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,2016,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,4d0c0fdb543503cc5efd72445c61b1728fef36abf30879104ef32d886c03db1c,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,<NULL>,Other,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,e4708924472d929842ee85c8818e5b6cb9ebb125a4ce0abe3d7dc1c3bf6f95e8,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,<NULL>,Other,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,makes_implicit_causal_claim,TRUE,no_majority,adjudicate,,TRUE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,3,1,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,c22d8db22860429c9eb819dd42293b882bbe579cebcb22be0001facf9f22face,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,evidence_type,TRUE,no_majority,adjudicate,,qualitative,quantitative,theoretical-normative,TRUE,TRUE,TRUE,3,3,1,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,is_empirical_quant_paper,TRUE,critical_disagreement,adjudicate,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ac1cd03f0e79a463e864d03a647fe890099bf22f8e2c3219b267d911fa7a19d,method_status,TRUE,critical_disagreement,adjudicate,,explicit,explicit,essayistic,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,,TRUE,4,desacordo_entre_agentes
S0102-64452022000100299,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO",2022,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,7f190fdf27136ca2e3c133a8b1f12ac99a26faae794296cf8a15fdc765554fe9,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,2024,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,f18f4e126adb5116bef6cc576b32e49e253cbe31234ef96662280e4c67bbb79b,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-64452024000200306,UM BRASIL DIVIDIDO? REFLEXÕES SOBRE A POLARIZAÇÃO POLÍTICA E SOCIAL NO BRASIL CONTEMPORÂNEO,2024,Lua Nova: Revista de Cultura e Política,data/processed/fulltext_gold/article_texts_gold.csv,522d7be8b256fbf246f817860fa8e3152f6573cde69781957cba9410eec84d2a,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-69092006000100007,Desprovincializando a sociologia: a contribuição pós-colonial,2006,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,a91df8432d3b10f7901fbd06168294ce905ec6dd5d4e4c0f938d8136ed024947,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-69092006000300006,A sociologia de Gramsci,2006,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,56a2650d3d6f0c453d570eb3ea8f52d1bcdd752f3f2c003d62d2224ea29b0cbf,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-69092008000300012,"Goffman, mal-entendidos e riscos interacionais",2008,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,d07e0cc0770608ac6418aaba47866ad6ef6caa6a182ecb58a2568a4d277df9e0,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-69092009000100011,"Élide, Gilberto, imagismo e língua de universidade",2009,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,2321359344e91874d52635d103101d70acdc193cd944cdddf1d6f0269b1f76a2,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
S0102-69092010000100013,Os fantasmas da memória,2010,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,c11f118db2b3967cd9189683ea5c43251e471b2203d36790784846b5b9565c7f,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2,0,0,0,0,,supported_by_text,TRUE,4,desacordo_entre_agentes
