pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""desired family sex composition"",""variable_description"":""Outcome variable identified from the article body.""}]","to economic, religious, social and psychological reasons. But since fertility rates were high, parents were likely to achieve the commonly desired compositions. Furthermore, in the absence of prenatal sex selection, sex ratios at birth remain at normal levels (around 1.05) even if",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,supported_by_text,none,fail,No direct mechanism/channel language was found for the negative classification.,No Mention of Mechanisms/Channels,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""socio-demographic characteristics"",""variable_description"":""Explanatory variable identified from the article body.""}]",missing black boys in Brazilian society cannot be ignored. Part of the underlying cause of the problem is lower socio-economic level s and negative ideological and cultural representation of black and poor individuals. On top of poor males’ increased risk of being,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,main_causal_research_design,not_found_in_text,medium,fail,The broad design label is not supported by recognizable method/model language in the body.,Kitchen Sink Linear Model,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,makes_implicit_causal_claim,not_found_in_text,low,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,sample_size,supported_by_text,none,fail,The classification makes no sample-size claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,sample_size_quote,supported_by_text,none,fail,The classification makes no sample-size quotation claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,specifies_estimate_equations,not_found_in_text,medium,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,uses_original_dataset,supported_by_text,none,fail,No clear original-dataset evidence was found for the negative classification.,not_original,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,claims_any_statistically_significant_results,supported_by_text,none,fail,The body contains statistical-significance language.,TRUE,"that changes to 40% in 2006. Their indifference goes up from 9% in 1996 to 15% in 2006 (p<0.000). On the ot her hand, for people without religious affiliation, for example, those percentages are not statistically different. In Table 1, I show",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""Ideal sex composition"",""variable_description"":""Desired sex composition of intended children among women without children.""}]","preferences because the surveys go beyond parity progression rates and include questions about the size and composition of women’s i deal families. In this article, I will first describe some of the seminal studies regarding sex preferences, and then I will formulate",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,supported_by_text,none,fail,No direct mechanism/channel language was found for the negative classification.,No Mention of Mechanisms/Channels,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""Social-group characteristics"",""variable_description"":""Wealth, education, race, region, residence and religious characteristics.""}]","the boys’ mortality in the post-neonatal period and remains higher during and after the first year of life, showing that social causes are affecting girls’ survival. Discrimination is shown by differences in breastfeeding, food allocation (quality and quantity), proper clothing, parental surveillance,",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,makes_implicit_causal_claim,supported_by_text,none,fail,The classification does not claim implicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,sample_size,supported_by_text,none,fail,The classification makes no sample-size claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,sample_size_quote,supported_by_text,none,fail,The classification makes no sample-size quotation claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,statement_of_identification_assumptions,supported_by_text,none,fail,The classification makes no determinate identification-assumption claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,uses_original_dataset,supported_by_text,none,fail,No clear original-dataset evidence was found for the negative classification.,not_original,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,claims_any_statistically_significant_results,supported_by_text,none,fail,The body contains statistical-significance language.,TRUE,"that changes to 40% in 2006. Their indifference goes up from 9% in 1996 to 15% in 2006 (p<0.000). On the ot her hand, for people without religious affiliation, for example, those percentages are not statistically different. In Table 1, I show",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,dependent_variables,not_found_in_text,medium,fail,The specific classified variables or relationships were not found in the canonical body text.,"[{""variable_name"":""ideal_sex_composition"",""variable_description"":""Preferência declarada por composição de sexo dos filhos""}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,independent_variables,not_found_in_text,medium,fail,"Some classified variables have body-text evidence, but 1 item(s) were not found: women_characteristics.","[{""variable_name"":""women_characteristics"",""variable_description"":""Características das mulheres e composição familiar pretendida""},{""variable_name"":""survey_year"",""variable_description"":""PNDS/DHS 1996 e 2006""}]","study for the more recent Brazilian data. Souza, Rios-Neto and Queiroz (2011) found mixed preferences using national household survey d ata (P NAD, Pesquisa Nacional por Amostra de Domicílios) from 1990 and 2000. While 47% of mothers with two children of different",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,main_causal_research_design,not_found_in_text,medium,fail,The broad design label is not supported by recognizable method/model language in the body.,Kitchen Sink Linear Model,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,makes_explicit_causal_claim,supported_by_text,none,fail,The classification does not claim explicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,makes_implicit_causal_claim,not_found_in_text,low,fail,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,sample_size,supported_by_text,none,fail,The classification makes no sample-size claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,supported_by_text,none,fail,The classification makes no sample-size quotation claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,uses_original_dataset,supported_by_text,none,fail,No clear original-dataset evidence was found for the negative classification.,not_original,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092019000300509.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_a,dependent_variables,not_found_in_text,medium,pass_with_warnings,The specific classified variables or relationships were not found in the canonical body text.,"[{""variable_name"":""existence of specific service strategies for traditional peoples and communities"",""variable_description"":""Outcome variable identified from the article body.""}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_a,independent_variables,not_found_in_text,medium,pass_with_warnings,The specific classified variables or relationships were not found in the canonical body text.,"[{""variable_name"":""management instruments"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""resources"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""state capacity and implementation covariates"",""variable_description"":""Explanatory variable identified from the article body.""}]",,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,claims_any_statistically_significant_results,supported_by_text,none,fail,The body contains statistical-significance language.,TRUE,"as chances de o atendimento ser equânime, conforme esperávamos. Contudo, poucas são as variáveis que se relacionam de forma estatisticame nte significa tiva com a existência de estratégias específicas de atendimento de PCTs nos CRAS. No Modelo 1, “fatores individuais”, a pertença",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""specific_pct_service_strategy"",""variable_description"":""Existência de estratégias específicas de atendimento de Povos e Comunidades Tradicionais nos CRAS""}]","a este objetivo, utilizamos um desenho de pesquisa quantitativo operacionalizado por regressões logísticas. A equidade foi avaliada a partir da existência de estratégias específicas de atendimento de PCTs nos CRAS. A população do estudo foi de 2.501 CRAS que afirmaram ter atendido",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""suas_arrangement_and_local_capacity"",""variable_description"":""Variáveis do arranjo do SUAS, capacidade local, recursos e contexto dos CRAS""}]","que afirmaram ter atendido PCTs situados em seus territórios de abrangência em 2019. Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos. Os dados utilizados na pesquisa foram de caráter primário, colhidos em bases de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,main_causal_research_design,supported_by_text,none,fail,The body contains method/design language consistent with the classified design.,Kitchen Sink Linear Model,"de Povos e Comunidades Tradicionais pelos CRAS. Para responder a este objetivo, utilizamos um desenho de pesquisa quantitativo operacionalizado por regressões logísticas. A equidade foi avaliada a partir da existência de estratégias específicas de atendimento de PCTs nos CRAS. A população do",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,makes_implicit_causal_claim,supported_by_text,none,fail,"The body contains explanatory, determinant, or association language consistent with an implicit causal claim.",TRUE,"e estabelecendo compromissos, se torna um tipo de capacidade estatal (Aguiar e Lima, 2019). Fatores individuais dos profissionais: Chavez (2020) explic a que quanto mais características os burocratas compartilharem com os usuários das políticas, melhor será a implementação no que diz respeito",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,paper_uses_survey_data,supported_by_text,none,fail,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,no_survey_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,sample_size,supported_by_text,none,fail,"The sample-size value is supported by the accompanying quote, allowing numeric formatting equivalence.",2084,"que afirmaram ter atendido PCTs situados em seus territórios de abrangência em 2019. Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos. Os dados utilizados na pesquisa foram de caráter primário, colhidos em bases de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,sample_size_quote,supported_by_text,none,fail,"The quote is in the body text and supports the sample-size value, allowing numeric formatting equivalence.","Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos.","que afirmaram ter atendido PCTs situados em seus territórios de abrangência em 2019. Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos. Os dados utilizados na pesquisa foram de caráter primário, colhidos em bases de",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification does not claim explicit identification assumptions.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,uses_original_dataset,supported_by_text,none,fail,The body points to secondary/public data sources rather than original collection.,not_original,"Único de Assistência Social (Censo SUAS) de 2018 e 2019 e o Censo do Instituto Brasileiro de Geografia e Estatística (IB GE) de 2010. Ademais, utilizamos dados da Secretaria do Tesouro Nacional. O Censo do SUAS de 2019 foi a principal base",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0102-69092024000100506.json
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,not_found_in_text,medium,pass_with_warnings,"The classification claims mechanism/channel discussion, but supporting text was not found.",Mechanisms/Channels Mentioned With Substantial Exploration,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092025000100509.json
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_a,makes_explicit_causal_claim,not_found_in_text,medium,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092025000100509.json
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-69092025000100509.json
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,not_found_in_text,medium,pass_with_warnings,"The classification claims mechanism/channel discussion, but supporting text was not found.",Mechanisms/Channels Mentioned With Substantial Exploration,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_b,makes_explicit_causal_claim,not_found_in_text,medium,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292006000100007.json
S0102-85292007000100001,"Multilateralismo, democracia e política externa no Brasil: contenciosos das patentes e do algodão na Organização Mundial do Comércio (OMC)",2007,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292007000100001.json
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292014000100008.json
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,agent_a,makes_implicit_causal_claim,not_found_in_text,low,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292016000100313.json
