pid,title,year,journal_title,agent_id,field,value,previous_value
S0011-52582011000100004,Welfare state e desenvolvimento,2011,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582015000401131,Organizar a Desordem: Raízes do Brasil em 1936,2015,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582025000400228,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582025000400228,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582025000400228,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0034-73292012000300007,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_c,discusses_threats_to_causality,TRUE,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,2008,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,2008,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,2008,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292013000200009,BRICS: an explanation in critical geography,2013,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292013000200009,BRICS: an explanation in critical geography,2013,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292013000200009,BRICS: an explanation in critical geography,2013,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",2019,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",2019,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",2019,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",2021,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",2021,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",2021,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",2023,Contexto Internacional,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",2023,Contexto Internacional,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",2023,Contexto Internacional,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",2019,Revista Brasileira de Ciência Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,2005,Revista de Sociologia e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,2005,Revista de Sociologia e Política,agent_b,discusses_threats_to_causality,TRUE,FALSE
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,2005,Revista de Sociologia e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0104-44782012000200006,Las guerras olvidadas del Perú: formación del Estado e imaginario nacional,2012,Revista de Sociologia e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0104-44782015000200109,"Ciclos políticos, socioeconomia e a geografia eleitoral do estado da Bahia nas eleições de 2006",2015,Revista de Sociologia e Política,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0104-44782017000100051,A arte do encontro: a paradiplomacia e a internacionalização das cidades criativas,2017,Revista de Sociologia e Política,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S0104-44782020000100202,Resiliência eleitoral dos presidentes latino-americanos após a crise de 2008 e o refluxo da onda rosa,2020,Revista de Sociologia e Política,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0104-44782024000100204,Polarização e ideologia: explorando a natureza contextual do compromisso democrático,2024,Revista de Sociologia e Política,agent_a,discusses_threats_to_causality,FALSE,TRUE
S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,2006,Opinião Pública,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0104-62762007000200001,Eleições e capital social: uma análise das eleições presidenciais no Brasil (2002-2006),2007,Opinião Pública,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,2018,Opinião Pública,agent_c,discusses_threats_to_causality,TRUE,FALSE
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,2020,Opinião Pública,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212007000100070,Relevant Factors for the Voting Decision in the 2002 Presidential Election: An Analysis of the ESEB (Brazilian Electoral Study) Data,2007,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,TRUE,FALSE
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212007000200010,Transnational Social Movements and the Globalization Agenda: A Methodological Approach Based on the Analysis of the World Social Forum,2007,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212008000100127,The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor,2008,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212008000100127,The United Nations System and the Process of Political Articulation of Local Authorities as a Global Actor,2008,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212009000100011,Social Scientists and Public Administration in the Lula da Silva Government,2009,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212010000100131,Private Security and the State in Latin America: the Case of Mexico City,2010,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000100002,When is statistical significance not significant?,2013,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000100002,When is statistical significance not significant?,2013,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000100002,When is statistical significance not significant?,2013,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",2013,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",2013,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212013000300001,"Government, political actors and governance in urban policies in Brazil and São Paulo: concepts for a future research agenda",2013,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,2015,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,2015,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100003,Non-domination and Political Institutions: The Contested Concept of Republican Democracy,2015,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",2015,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",2015,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000100115,"Brazilian Congress, 2014 elections and governability challenges",2015,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212015000300021,The Elusive New Middle Class in Brazil,2015,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212019000100200,"Mapping Ideological Preferences in Brazilian Elections, 1994-2018: A Municipal-Level Study",2019,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,TRUE,FALSE
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,FALSE,<NULL>
S1981-38212020000100204,The Internationalization of the Brazilian Public Prosecutor&#8217;s Office: Anti-Corruption and Corporate Investments in the 2000s,2020,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,FALSE,<NULL>
S1981-38212020000200203,Benjamin Constant and the Combination of the Freedom of the Ancients with that of the Moderns,2020,Brazilian Political Science Review,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212020000200203,Benjamin Constant and the Combination of the Freedom of the Ancients with that of the Moderns,2020,Brazilian Political Science Review,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212020000200203,Benjamin Constant and the Combination of the Freedom of the Ancients with that of the Moderns,2020,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S1981-38212024000200201,The African Agenda of Evangelical Christians in Brazilian Foreign Policy: The Crisis of the Universal Church of the Kingdom of God in Angola,2024,Brazilian Political Science Review,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_a,discusses_threats_to_causality,<NULL>,FALSE
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,discusses_threats_to_causality,<NULL>,FALSE
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_c,discusses_threats_to_causality,<NULL>,FALSE
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned But Not Explored
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned But Not Explored
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_a,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_b,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0011-52582013000100006,Os alunos do ensino médio e Sciences Po: entre a meritocracia e a percepção das desigualdades,2013,Dados,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
