pid,title,year,journal_title,source_file,input_text_hash,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0102-69092015000200045,Pós-estruturalismo e a crítica como repetição,2015,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,22cc1497b5f50d6e38657a44167b6a533879f61af325fa9e2ee3f1664af1bee9,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,d06db8a6e911c0c2c7a0c7ca4a10b6f06dfab66712abbc099170b5f547c8fbbb,No Error,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,,FALSE,TRUE,TRUE,18312,O questionário com 85 perguntas foi respondido por 18.312 pessoas maiores de 16 anos distribuídas em 848 municípios brasileiros.,TRUE,FALSE,TRUE,FALSE,,FALSE,<NULL>,FALSE,,FALSE,,explicit,
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,f9570a8d115db3eaf9cac0deca47b006cf4e2e57287e23cd0655890a5a40d7c3,No Error,Other,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,34003,"Os dados que aqui nos interessam fazem parte predominantemente do registro de consumo alimentar, coletados a partir de uma subamostra composta por 13.569 domicílios e 34.003 indivíduos.",FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,1b85168ae86cd2f1d95fbf408cabac31c2dbbce6583466bba00885ff97b6366f,No Error,Other,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,<NULL>,FALSE,,<NULL>,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,FALSE,,<NULL>,,,FALSE,quantitative,explicit,
S0102-69092020000100513,AUTORIDADE PRIVADA NA GOVERNANÇA DA INTERNET: Regimes de nomes e domínios na América Latina,2020,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,d45f1ab28fa8f2a7aea8d04d150417f18d8914ee3287025dc692f93470e6941a,No Error,International Relations,FALSE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,2021,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,e58929b7f984f6d6fcef8884ee4f7b394baebfadce50802952aed401771910c1,No Error,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,44,"Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas.",<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,explicit,
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,25933eee5bfdc0905344dca6c3a3293ce3eedea4aff7e084f8a10ee90499d770,No Error,Public Policy/Administration,TRUE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,FALSE,,,,,,FALSE,2084,"Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,FALSE,,FALSE,quantitative,explicit,
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,data/processed/fulltext_gold/article_texts_gold.csv,1fb0a14524471b0fe2baa476ae2a4d58f343e4bc73963b7887238759a01c5e4d,No Error,Public Policy/Administration,FALSE,Explain,single_country,single_region,Brazil,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,,
S0102-85292005000100003,O novo regionalismo econômico asiático,2005,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,164ef0f7c701aaa458922d5771206685e7a97eda3a297ec5c3e0cfb66dd35748,No Error,International Relations,FALSE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,0bf72334c7d9d57678be91bfa00345d395084596a30e6e391522bea95eb217bc,No Error,International Relations,FALSE,Explain,single_country,<NULL>,India,no_survey_data,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0102-85292007000100001,"Multilateralismo, democracia e política externa no Brasil: contenciosos das patentes e do algodão na Organização Mundial do Comércio (OMC)",2007,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,6c847e18a7c07fd8720b6da4933c4257126464345d2a879d1d42617e34931da5,No Error,International Relations,FALSE,Describe,multiple_countries,<NULL>,Brazil; United States,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,2008,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,8c620de54374c660af3115e69beac29f3bd0c3053d80d6446c562ead439d5f37,No Error,Methodology and Formal Theory,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,explicit,
S0102-85292011000100010,"O que há por trás do direito ao voto dos emigrantes internacionais? Teoria, história e cidadania demandante",2011,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,03e8ef3a2324dd88ac6ea4aa3d43a03e4f2c41aed4619ff57cf78a0c85264842,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292013000200006,Sovereignty and regional integration in Latin America: a political conundrum?,2013,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,a47bce03c6a7dfe9d2af5bd407e115830cd33c54a63fe0c0a7b63b475c32c714,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292013000200009,BRICS: an explanation in critical geography,2013,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,4ad04d3da731e0c08c84079b614e39f7c4e8b67c82dbabf8c1c92baf41e8861a,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,c378e758139763062d418433df14a3cf0ac563039165994442346da2337d6ed1,No Error,Methodology and Formal Theory,FALSE,Describe,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,
S0102-85292015000300851,Benjamin Cohen on global political order: when Keynes meets realism - and beyond,2015,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,b87a40c02c5a29b71f1567fc5281f56aa6032cf41790d481ba0f9bca410fe93f,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,3543caee01510310d4fce6a4d3f572d45c1adbe1b189cb338ecef3819d8cd081,No Error,International Relations,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,e69736432a9a71bd2c1539a17616a953c50b813c8bfafcf0f93a672e52802360,No Error,International Relations,FALSE,Describe,multiple_countries,<NULL>,<NULL>,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",2019,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,0faeb143b877f59a8917ff89253ec4f8f1f81bcd46cd527ebf0e71af0b3d4c57,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,424fcbe0b0832412ae9ff561b4c48d7a9c84851b2107c0541afa0ddfdcaf9505,No Error,International Relations,,Explain,multiple_countries,<NULL>,,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,<NULL>,FALSE,<NULL>,,,FALSE,,,
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",2021,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,0328cf8592ee6e20011430d37ddffdb24f7da5b0855e707196685fa89111b639,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",2023,Contexto Internacional,data/processed/fulltext_gold/article_texts_gold.csv,221d4a270ac5ce37abc3f3c7f9b5408cda5a64d9172b776ce17b36b8c5c99ffb,No Error,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,essayistic,
S0103-33522011000200005,Da expectativa de vitória à derrota: estratégias discursivas do PT em Curitiba e Porto Alegre em 2004,2011,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,3b54ff2ead68bbc4fa3258cbc17b536376e02787ef086eb6f2a074d7226fa39b,No Error,Brazilian Politics,,Describe,single_country,multiple_region,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,mixed,explicit,
S0103-33522012000300002,Em busca da deliberação: mecanismos de inserção das vozes subalternas no espaço público,2012,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,aef1ed097fd59559dceab5c4e861af66c2142bffd026f28800fefc1b5f07a318,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0103-33522014000100007,"Entre o radicalismo e a resignação: teoria democrática em Direito e democracia, de Habermas",2014,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,6a644dad33a71de351a42573be9e21a3b8f0a28365089ea4836db1eaa8441cac,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,3615a20582a50c6f0db4abb1da050cf24a8fecf8ace0f8564c0dba1895c33941,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S0103-33522015000300121,Análise de classes,2015,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,d520b72c74e48da953550758a9a13d93eaca900ecd76126bab0441abd168855e,No Error,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,3289e6538931fd48a35436479d1b7fdfcbda2fd0c6ce4e5cc847dbc2b9ff255d,No Error,Methodology and Formal Theory,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,06f8ca9b2cf2cc1ae29b9dede1082e60be7059fd6394f7e4a1e43cf30471c356,No Error,Brazilian Politics,,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,,explicit,
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",2019,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,4582d7f98f0d8a3fe879a10da817f5f5fde73206cf1deb9acd05a52937c08f53,No Error,Comparative Politics,,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,,,,<NULL>,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,<NULL>,,,<NULL>,,,
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,23933ef3e044dd386ced070f7fc9eed48dbb302be1f1e58d127a75ec450672e2,No Error,International Relations,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,,explicit,
S0103-33522020000200135,O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional,2020,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,7aee6dd4162f661701d26720df833e43648d4ce1186b3d4bc678d372b5f808cd,No Error,Comparative Politics,FALSE,Describe,single_country,single_region,Spain,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,
S0103-33522024000100214,Entre o fortalecimento institucional e tendências de precarização da força de trabalho: orçamento e emprego público no Poder Judiciário (1986-2021),2024,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,4aea5b4688725fb16b14f943f0b5e74bca70369cc628e0bab6142cffa999d087,No Error,Public Policy/Administration,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,quantitative,explicit,
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,data/processed/fulltext_gold/article_texts_gold.csv,92057b331c022180a6b8073198798aa2313257c357a4fbc6d31ddce04bcab8be,No Error,Public Policy/Administration,,Explain,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,TRUE,,<NULL>,<NULL>,<NULL>,,,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,,explicit,
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,2005,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,d8b017033685244c9444f93c42aa72a144edb6d3c7cd36a7890c96e250bb6689,No Error,Brazilian Politics,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0104-44782008000100018,"Desenvolvimento regional e descentralização político-administrativa: um estudo comparativo dos casos de Minas Gerais, Ceará e Santa Catarina",2008,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,9f1a00728c8f658a94be93b2f4a8ffd0f234285e5e3638931e8de5a224ae095a,No Error,Public Policy/Administration,FALSE,Describe,single_country,multiple_region,Brazil,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,qualitative,,
S0104-44782008000200015,Política e classes sociais,2008,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,89ff719d1190dfb20c6364df4958c270d395e21c2f8a2e39ff9069035baf211f,No Error,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0104-44782009000200015,Em busca de uma sociedade do espetáculo perdida: desafios da história social do teatro europeu,2009,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,0d2d0e4891b374659d6209d782db4a63466194e503a345656f688c712e7c0930,No Error,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,theoretical-normative,essayistic,
S0104-44782012000200006,Las guerras olvidadas del Perú: formación del Estado e imaginario nacional,2012,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,256f8894d93dda2e76c292d4c09db365d007ee7e383f16e5fe29e6074f457db6,No Error,Comparative Politics,FALSE,,single_country,<NULL>,Peru,no_survey_data,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,1ea508e73eac6769646eb5ca9a75a93013f90c8955f3978fa0f20719e3f5196a,No Error,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,FALSE,<NULL>,,,<NULL>,qualitative,,
S0104-44782013000300008,Os determinantes dos resultados de soma positiva em Minas Gerais e no Rio Grande do Sul,2013,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,f788222b93a32fdfe1e25955e93a5d19a452b4a62c4833a96d026f35ea4c49e1,No Error,Brazilian Politics,,Explain,single_country,multiple_region,Brazil,no_survey_data,procure_original_data,TRUE,,<NULL>,<NULL>,FALSE,,,<NULL>,TRUE,,FALSE,<NULL>,<NULL>,TRUE,FALSE,TRUE,FALSE,,FALSE,<NULL>,FALSE,,FALSE,,explicit,
S0104-44782014000100003,"Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,Revista de Sociologia e Política,data/processed/fulltext_gold/article_texts_gold.csv,9ce261e65ec4e36c65e7715b65b4002eeec70de17d20fe02739ae840ec10b9bf,No Error,Brazilian Politics,TRUE,Describe,single_country,single_region,Brazil,no_survey_data,procure_original_data,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,FALSE,FALSE,FALSE,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,,FALSE,,explicit,
