pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S0102-69092015000200045,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092015000200045.json
S0102-69092015000200045,agent_b,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092015000200045.json
S0102-69092015000200045,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092015000200045.json
S0102-69092018000300507,agent_b,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"de renda, apresentando-os como a explicação dessa migração eleitoral, esses autores assumem o fato de o eleitorado de classe m édia ter abandonado Lula e o partido dele como natural . Na verdade, eles apenas explicam uma parte do fenômeno, qual seja,","[{""variable_name"":""Media exposure"",""variable_description"":""Exposure to specific news outlets or journalistic frames during the 2014 election.""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"0,1% em 2014. Revisão teórica Uma ampla literatura sobre o voto econômico dá lastro a já famosa advertência: It’s the economy , stupid! O desenvolvimento de tal vertente é tributário da teoria econômica da democracia de Anthony Downs (1957), ainda que não","[{""variable_name"":""Economic evaluation and government approval"",""variable_description"":""Audience reception variables related to the economy and approval of the federal government.""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,main_variable_relationship,supported_by_text,none,The classified relationship items have variable and result-language support in the body.,"de renda, apresentando-os como a explicação dessa migração eleitoral, esses autores assumem o fato de o eleitorado de classe m édia ter abandonado Lula e o partido dele como natural . Na verdade, eles apenas explicam uma parte do fenômeno, qual seja,","[{""iv_var_name"":""Media exposure"",""dv_var_name"":""Economic evaluation and government approval"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":false}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,paper_uses_survey_data,not_found_in_text,high,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",,uses_public_available_survey,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,uses_original_dataset,contradicted_by_text,medium,"The classification says not original, but the body describes original data construction, collection, or qualitative field interviews.","das variáveis, mas a intensidades de associações e relacionamentos controlados pela presença de medidas sociodemográficas relevantes. O ba nco de dados utilizado n esta fase do artigo advém da “Pesquisa Brasileira de Mídia, de 2015”, um survey quantitativo nacional encomendado pela Secretaria",not_original,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,main_causal_research_design,supported_by_text,none,The body contains method/design language consistent with the classified design.,"pela Secretaria de Comunicação da Presidência da República, também em 2014. A ferramenta de análise estatística utilizada é a re gressão m ultinominal, na qual as variáveis dependentes serão a “satisfação com o governo” e a “avaliação retrospectiva sociotrópica da economia”. As",Kitchen Sink Linear Model,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","da economia e da popularidade do presidente. Utilizando a autoregressão vetorial e o teste de Granger para estabelecer anterioridade ca usal, os autores concluem que manchetes relatando recessão econômica influenciam o sentimento dos consumidores em relação à economia. Também encontram uma tendência",FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,makes_implicit_causal_claim,supported_by_text,none,"The body contains explanatory, determinant, or association language consistent with an implicit causal claim.","ou mesmo ao longo da história do mesmo país (Duch e Stevenson, 2008). A maneira pela qual os autores e xplicam as variações significativas no voto econômico é atribuí-las a outros fatores contextuais pertinentes a cada caso nacional (Duch, 2007). Entre os",TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,specifies_estimate_equations,supported_by_text,none,"The body contains equation, model-specification, or regression language.","no modelo anterior, é importante destacar que esse efeito já é controlado por todas as variáveis sociodemográficas inseridas na e quação, mesmo que mantidas estáveis as idades, escolaridade, classe social, sexo e local de moradia, o efeito da audiência continua estatisticamente válido.",TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,effort_to_explore_mechanisms,contradicted_by_text,low,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.","objetiva da economia (Veiga e Ross, 2016). No presente trabalho, propomos avançar um passo no sentido de deslindar os me canismos f ormadores de tais percepções, ao incluir a questão da mediação da informação na hipótese explicativa. Utilizamos dois bancos de dados.",No Mention of Mechanisms/Channels,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The body contains statistical-significance language.,"representativos da população em geral devido à própria natureza dessa metodologia. Já os surveys são capazes de gerar dados estatisticamente significativo s, mas não são apropriados para o acompanhamento – passo a passo – da recepção da mensagem e do processo de",TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092018000300507,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092018000300507.json
S0102-69092019000200505,agent_b,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,paper_uses_survey_data,not_found_in_text,high,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",,uses_public_available_survey,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,uses_original_dataset,supported_by_text,none,No clear original-dataset evidence was found for the negative classification.,,not_original,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","diferentes tipos de alimentos e nas diferentes maneiras de prepará-los, e com o acesso crescente aos produtos alimentares, como u m efei to da ampliação das tecnologias de produção e das estratégias publicitárias. Como diz a autora, “pensar antes de comer, o",FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,specifies_estimate_equations,supported_by_text,none,The classification does not claim specified estimating equations.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,effort_to_explore_mechanisms,contradicted_by_text,low,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.","classes de Pierre Bourdieu, cujo tema é a dimensão simbólica das relações de classe. Secundariamente, busca-se avançar o entendimento dos mecanismo s de reprodução social, sobretudo o papel dos estilos de vida na produção e reprodução de desigualdades e hierarquias simbólicas. A",No Mention of Mechanisms/Channels,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The classification does not claim statistically significant results.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000200505,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000200505.json
S0102-69092019000300509,agent_b,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"the boys’ mortality in the post-neonatal period and remains higher during and after the first year of life, showing that social causes are affecting girls’ survival. Discrimination is shown by differences in breastfeeding, food allocation (quality and quantity), proper clothing, parental surveillance,","[{""variable_name"":""Social-group characteristics"",""variable_description"":""Wealth, education, race, region, residence and religious characteristics.""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"preferences because the surveys go beyond parity progression rates and include questions about the size and composition of women’s i deal families. In this article, I will first describe some of the seminal studies regarding sex preferences, and then I will formulate","[{""variable_name"":""Ideal sex composition"",""variable_description"":""Desired sex composition of intended children among women without children.""}]",fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,paper_uses_survey_data,not_found_in_text,high,"The classification claims survey data, but no own-analysis survey/questionnaire/opinion-poll evidence was found.",,uses_public_available_survey,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,uses_original_dataset,supported_by_text,none,No clear original-dataset evidence was found for the negative classification.,,not_original,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,makes_explicit_causal_claim,supported_by_text,none,The classification does not claim explicit causal language.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,specifies_estimate_equations,supported_by_text,none,The classification does not claim specified estimating equations.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,effort_to_explore_mechanisms,supported_by_text,none,No direct mechanism/channel language was found for the negative classification.,,No Mention of Mechanisms/Channels,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The body contains statistical-significance language.,"that changes to 40% in 2006. Their indifference goes up from 9% in 1996 to 15% in 2006 (p<0.000). On the ot her hand, for people without religious affiliation, for example, those percentages are not statistically different. In Table 1, I show",TRUE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092019000300509,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092019000300509.json
S0102-69092020000100513,agent_b,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","autoridade para a regulação do setor. Realizamos uma pesquisa com levantamento documental, participação em encontros internacionais de GI e e ntrevistas semiestruturadas, escolhidas a partir do método de snowball . 3 Foram conduzidas 21 entrevistas semiestruturadas com 17 indivíduos que trabalham ou",field_study,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","IANA, por exemplo, não tiveram participação relevante nas formulações da Cúpula (Raymond & Denardis, 2015). Mas o WSIS teve e feitos de longo prazo. Um deles foi a criação do Fórum de Governança da Internet (IGF), uma entidade sem poder regulatório, mas",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092020000100513,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092020000100513.json
S0102-69092021000100510,agent_b,sample_size,supported_by_text,none,"The sample-size value is supported by the accompanying quote, allowing numeric formatting equivalence.","“laranjas”, pagas para transportar mercadorias para a região. Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas. A despeito de sua",44,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,sample_size_quote,supported_by_text,none,"The quote is in the body text and supports the sample-size value, allowing numeric formatting equivalence.","“laranjas”, pagas para transportar mercadorias para a região. Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas. A despeito de sua","Entrevistei, ainda, figuras de apoio para melhor compreender as atividades: treze guias, motoristas, controladores de acesso aos estacionamentos e funcionários das empresas de transporte, em um total de 44 entrevistas.",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","de acesso e funcionários de empresas de transporte. Com base nas relações mantidas com guias e motoristas, realizei 2 8 entrevistas semiestruturad as e conversas informais com suas clientes, compradoras de roupa da região.2 O roteiro recobria percepções sobre o Brás e",field_study,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","produzir uma relativa autonomia para as mulheres não depende de uma identificação com os objetos que são comercializados. Com efeito, alguma s entrevistadas reprovam a qualidade ou as propriedades estéticas das roupas, mas destacam o ideal de autonomia associado à atividade. Ainda",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092021000100510,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092021000100510.json
S0102-69092024000100506,agent_b,sample_size,supported_by_text,none,"The sample-size value is supported by the accompanying quote, allowing numeric formatting equivalence.","situados em seus territórios de abrangência em 2019. Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos. Os dados utilizados na pesquisa foram de caráter primário, colhidos em bases de dados abertas, com destaque ao",2084,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,sample_size_quote,supported_by_text,none,"The quote is in the body text and supports the sample-size value, allowing numeric formatting equivalence.","situados em seus territórios de abrangência em 2019. Devido ao número de missing cases em variáveis independentes, a inferência se baseou em 2.084 casos. Os dados utilizados na pesquisa foram de caráter primário, colhidos em bases de dados abertas, com destaque ao",a inferência se baseou em 2.084 casos.,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"proteção. Os de nível básico, mais amplamente acessados pela população, são implementados pelos Centros de Referência de Assistência Social ( CRAS ). Os CRAS são considerados a “porta de entrada” do sistema (Brasil, 2009). A equidade ganhou atenção especial na PNAS a","[{""variable_name"":""CRAS visibility and management factors"",""variable_description"":""Local implementation factors associated with identifying and serving Povos e Comunidades Tradicionais.""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"(Lavalle, 2003). Ambas as concepções, de igualdade e de equidade, se intercambiam no desenho da Política Nacional de Assistência Social (PNA S). No entanto, é na necessidade de tratamento equânime de determinados grupos que reside um dos desafios de implementação da política.","[{""variable_name"":""Equitable PNAS implementation"",""variable_description"":""Existence of specific strategies for serving Povos e Comunidades Tradicionais in CRAS.""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,main_variable_relationship,supported_by_text,none,The classified relationship items have variable and result-language support in the body.,"proteção. Os de nível básico, mais amplamente acessados pela população, são implementados pelos Centros de Referência de Assistência Social ( CRAS ). Os CRAS são considerados a “porta de entrada” do sistema (Brasil, 2009). A equidade ganhou atenção especial na PNAS a","[{""iv_var_name"":""CRAS visibility and management factors"",""dv_var_name"":""Equitable PNAS implementation"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
