pid,title,journal_title,input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,Contexto Internacional,9acd40df3148c132763084ce223c6a18272e5799f2566f2384c6255a8882e9e1,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados pelo volume de emissão, sendo B estritamente crescente pelo total de emissão da função li(.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292011000100010,"O que há por trás do direito ao voto dos emigrantes internacionais? Teoria, história e cidadania demandante",Contexto Internacional,4a37658e8762a20cab2e986d0c2644332f691f8deb91cac4eb60164fe548a560,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292013000200006,Sovereignty and regional integration in Latin America: a political conundrum?,Contexto Internacional,da1d64038d9794373005238aed259afbcf6681ba6086ee62f43c7fa9f06f5f6c,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"tself to be a 'good debtor', kept a middle-course stance, trying at the same time to placate its neighbors' fears, and to adopt an accommodating position toward the American and European view.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292013000200009,BRICS: an explanation in critical geography,Contexto Internacional,1820e0f9ea8e95a9eaffbe2f22e771c06b511fea32264f1c22290c00fc39c32f,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"tself are not clear in both formulations, and the spatial aspect about regionalization is not specified.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,Contexto Internacional,594f1e4ace7478aa49176369bdf5b781efc3132d0891493bc5a9089de648bbe0,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,Este artigo oferece uma contribuição nesse sentido.,TRUE,"E final-mente, por causa das dificuldades para a coleta e o tratamento das informações, um número pequeno de blocos será analisado.",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: A institucionalização de blocos de integração: uma proposta de critérios de medição.,dados disponíveis.,TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-85292015000300851,Benjamin Cohen on global political order: when Keynes meets realism - and beyond,Contexto Internacional,36cdc727e1b8cd910b739355fbae281b75783ea4208f03d1fbfa891dadcc6fd8,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"tself' (1973: 127), and the effects capitalism has on all actors, whether business or governments.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,Contexto Internacional,f4f2710b586ca6f230e88c8fe83673f349ce336eda53da4dfa716e990be74de9,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...n the government in order to adopt an aggressive stance in the negotiations in favour of a liberalisation of agricultural trade. In an interview in 2012, the President of the Associação Brasileira de Agrobusiness (ABAG) and former Director of the União da Indústria de C...",TRUE,Farmers and pastoralists will try to expand their influence in some movement of a 'Populist' and anti-urban stripe.,FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Domestic coalitions in the FTAA negotiations: the Brazilian case.,tself should be conducted mainly by private capital - national and even foreign - by restricting the public power to act where the private capital was insufficient (Bielschowsky 2000; Diniz 1978).,TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",Contexto Internacional,62438ad1762fd8abf0ade2edfaaff56a7a03841ad73cc9c797da737fbcfce86e,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...security’, a concept that has been adopted and developed by the OAS. This article analyses how city networks, taking Mercocities as a case study, have played a role in promoting local security policies under the ‘citizen security’ concept, and how that movement has inf...",TRUE,"The emergence of the global city (Sassen 2001) transformed some urban areas into major actors in international relations, because they could influence and control important trade, transport, capital, and migration flows connected with the world system.",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades.",tself to addressing the problems of crime and violence from a human rights perspective’ (IAHRC 2009).,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",Contexto Internacional,3c74760addf49328fbac4c192bd113d694094822cd89e6fcb78e448b8623bfba,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"tself, elaborating how the ghostly blurs our conceptions of language, as a way to argue that the ghost is a useful concept for thinking about resistances to statecraft.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,Contexto Internacional,8a0ae5e8e3019cea970b3433f32f085ece17472e4e9a12a3ef0334f94910202d,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"Through these discourses, it is possible to identify the perceived threats coming from the hemisphere in different periods (Table 1).",FALSE,,mixed_descriptive_explanatory,clear,This article aims to problematize the assumption of US neglect towards Latin America after 9/11.,TRUE,The identification of poverty and inequality as causes of violence did not necessarily lead to recommendations of social policies with the objective of resolving such issues in a structural way.,FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?.,"tself as an alternative in the areas of energy and defence, providing an alternative to the purchase of US weapons.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",Contexto Internacional,c155d73e239e454135191083e84b3a63494659c7754eea7d44f61af2f6e5c425,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"The article is a conceptual essay on Aníbal Quijano's Coloniality of Power, Eurocentrism, and Latin America. It discusses intellectual trajectories and theoretical propositions without original empirical qualitative or quantitative analysis."
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",Contexto Internacional,83648ad88b3dba51a57ddaf26fbde545536ae2c4f84eb3b75f22fe0e2bb2c9c2,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,tself by the adoption of neoliberal practices.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0103-33522011000200005,Da expectativa de vitória à derrota: estratégias discursivas do PT em Curitiba e Porto Alegre em 2004,Revista Brasileira de Ciência Política,b5ee6c463342fef9bf012f13b2efa48147e8117371db8a6d7e56fe46cd3e72f0,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"No caso de Porto Alegre, foi selecionada uma amostra para o estudo.",TRUE,"Em seguida vem o atributo pessoal - a sua história de superação da deficiência física - e pouco significativa é a aparição do atributo administrativo, como era de se esperar na medida em que o candidato não passou por qualquer experiência no Executivo (tabela 7).",mixed_descriptive_explanatory,clear,,TRUE,A dominância do partido na capital gaúcha chegou a motivar a famosa frase de efeito do jornal Le Monde: Meca da esquerda Latino-americana.,TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Da expectativa de vitória à derrota: estratégias discursivas do PT em Curitiba e Porto Alegre em 2004.,dados estão sistematizados na tabela 4.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522012000300002,Em busca da deliberação: mecanismos de inserção das vozes subalternas no espaço público,Revista Brasileira de Ciência Política,2c79d418d43432af1581e5ba42d3a0c8d80151f3636e10e93c55dcdd64954ea7,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"surveys e de qualitativas como grupos focais, o que se pode concluir sobre a relação entre formação política e ampliação de espectro cognitivo nos grupos de ativistas que aderem  sem um passado militante  a protestos e ações diretas, em relação a pessoas que participam de assembleias de orçamentos participativos, conselhos e fóruns afins? Assim como já se descobriu que a participação em orçamentos participativos não se correlaciona necessariamente com maior politização quanto a campanhas político-eleitorais (Rennó, 2006), deve-se testar a mesma questão quanto ao engajamento em grupos de ativistas, de modo a verificar a hipótese de que os integrantes destes, seja pelos riscos a que estão sujeitos, seja pela usual ocorrência de mútua ajuda e solidariedade entre diferentes movimentos, tendem a se ocupar de modo mais consistente quanto a questões transcendentes às suas causas diretas, como eleições, crises econômicas internacionais, direitos humanos etc.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0103-33522014000100007,"Entre o radicalismo e a resignação: teoria democrática em Direito e democracia, de Habermas",Revista Brasileira de Ciência Política,799f418243ec46813248c80185a27a373bff2d850f56d6025a37122397dfd6b7,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,Revista Brasileira de Ciência Política,c5e7762187f048e1a8580b026f44b25ca858031f140baaee1a48c1ff999819bb,TRUE,quantitative_only,TRUE,FALSE,bivariate_tests_or_correlations_only,Tal especificidade estabelece um foco que possibilita dialogar com as interpretações produzidas até o momento sobre punição-políticas de segurança e justiça criminal a partir do banco de dados construído com as normas sancionadas no período descrito.,TRUE,Essas categorias e tendências foram utilizadas para designar parte significativa das políticas penais no Brasil adotadas pós-1988.,,,,TRUE,"O poder das palavras reside, desse modo, na objetivação e oficialização feita pela nomeação pública, que tem por efeito principal extrair a particularidade do grupo que deve ser institucionalizado quando o linguajar inominável torna-se falado publicamente.",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006.,dados construído com as normas sancionadas no período descrito.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522015000300121,Análise de classes,Revista Brasileira de Ciência Política,5a7d00704137bd676e0892a7c5c2ca61c23fc9ca585e0014f8f10134fd8fc1a9,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,dados os custos dos financiamentos e os rendimentos que poderiam esperar obter dessa formação.,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,Revista Brasileira de Ciência Política,cdc2ce8261fed25df006c2257f7adbf83db8d7ac0e4deda8dff1eaa1eaaaad01,TRUE,quantitative_only,TRUE,FALSE,bivariate_tests_or_correlations_only,"...m ciência política recomendados e reconhecidos pela Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes), que mantém um banco de dados com os cursos brasileiros de todas as áreas que seguem os padrões do Ministério da Educação. Esses programas foram anali...",TRUE,"...2011): Entre 2005 e 2011, a área de ciência política e relações internacionais consolidou tendência em duas direções: (a) uma expansão significativa no número de mestrados e doutorados; e (b) um reforço na qualificação dos programas, medida pelo aumento na produção cien...",,,,TRUE,"No período considerado, que vai de 1984 a 2013 por causa do ano inicial das coleções de cada revista disponíveis no SciELO, houve um aumento significativo no número de artigos publicados sobre a América Latina por ano (ver Gráfico 8).",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,Relações empíricas quantitativas analisadas no artigo sobre: Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira.,dados com os cursos brasileiros de todas as áreas que seguem os padrões do Ministério da Educação.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como bivariate_tests_or_correlations_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,Revista Brasileira de Ciência Política,d961da4641ea51a9a9e1d95495a8981d15b6553b3aaa036bf5dbc6580d0d0c99,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"...mbuco, do Pará e no Distrito Federal. O total de 54 atividades ao longo de 18 meses suscita algumas reflexões interessantes. Com menor frequência estão as atividades de marchas e passeatas, seguidas da ocupação de instituições ou espaços públicos e de propriedades priva...",FALSE,,mixed_descriptive_explanatory,clear,"Consultamos os arquivos de todos os meses disponíveis nos dois sites, ou seja, de março de 2009 a março de 2016.",TRUE,"Em que pese a dificuldade de estabelecimento de uma relação causal entre as ações e os resultados práticos sobre a tramitação da PEC 215/2000, é preciso investigar de forma mais aprofundada sobre as possíveis formas de influência no processo legislativo.",FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215.,dados da cavalaria do Distrito Federal em formação de ataque.,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",Revista Brasileira de Ciência Política,7b29e8da801c72188cb46e79dda42043858be0b12a099a5c533a40fac0bf808a,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"Para averiguar a consistência de tais assertivas, foram utilizados dois exemplos de regressão linear multivariada.",TRUE,"A significância dos coeficientes a seguir é demonstrada por meio de asteriscos: <0,1 * <0,05 ** <0,01 *** A tabela acima mostra que todas as regressões são bastante significativas, ou seja, todas com um p-valor (sig.",,,,TRUE,"Para esse autor, cada uma dessas modalidades de cidadania pós-nacional seria capaz de minimizar os efeitos deletérios do intenso processo de expansão do mercado financeiro e das restrições impostas pelos Estados Nacionais.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",,"Relações empíricas quantitativas analisadas no artigo sobre: Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,.",dados e resultados; e (4) Considerações finais.,TRUE,"Modelagem observacional com linguagem causal/explanatória, mas sem desenho de identificação moderno detectado.","O body contém análise quantitativa própria ou reanálise de dados, classificada como statistical_modeling. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",Revista Brasileira de Ciência Política,c12301ff781ed0f3591565aa6f60c2c864c2edd92d2aeefb955fce30e628efc7,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,Essa metodologia já foi aplicada aos manifestos partidários de mais de 50 países e produziu um grande banco de dados mantido pelo Comparative Manifesto Project (CMP).,FALSE,,mixed_descriptive_explanatory,clear,Este artigo argumenta que a política externa está presente no debate eleitoral presidencial no Brasil.,TRUE,"Ao final, constatou que não é a ideologia pela qual o partido se apresenta ou outras variáveis contingenciais que possuem um efeito significativo nos gastos públicos empreendidos, mas sim as preferências programáticas do governo declaradas em seus programas eleitorais.",FALSE,descriptive_quantitative_only,,,,"Relações empíricas quantitativas analisadas no artigo sobre: A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018).","surveys), dados de doações para campanhas e financiamento eleitoral (BONICA, 2013) ou usam redes sociais, como o Twitter (SOUZA; GRAÇA; SILVA, 2017) para estimar as posições ideológicas de legisladores.",FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522020000200135,O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional,Revista Brasileira de Ciência Política,8aa18e28a0cd083dfa3eca3c524202340c9a17a920867910d7fc138dbccba079,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"Após quase oito meses de observação participante, iniciamos as entrevistas semiestruturadas com ativistas feministas de diferentes coletivos com o propósito de conhecer a dinâmica dos feminismos atuantes na capital da Espanha.",TRUE,"...s horizontes compartidos para encontrar soluciones apropiadas (KRAUSKOPT, 2000, p. 125). As três categorias apontadas pela autora para explicar as relações entre distintas gerações contribuem para compreender que o processo de categorização das relações geracionais não...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional.,entrevistadas.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0103-33522024000100214,Entre o fortalecimento institucional e tendências de precarização da força de trabalho: orçamento e emprego público no Poder Judiciário (1986-2021),Revista Brasileira de Ciência Política,0b249f94cbc223bd5745363d3f2014ff633aba7d523cf55ad933e16def15f2eb,TRUE,quantitative_only,TRUE,FALSE,descriptive_statistics_only,"Cada um destes ramos possui um tribunal superior, responsável pelo julgamento em última instância de suas matérias: Tribunal Superior do Trabalho (TST), Tribunal Superior Eleitoral (TSE) e o Superior Tribunal Militar (STM).",FALSE,,,,,TRUE,Este cenário terá impacto direto sobre o emprego público a partir de uma inflexão na trajetória de queda no número de servidores.,FALSE,descriptive_quantitative_only,,,,Relações empíricas quantitativas analisadas no artigo sobre: Entre o fortalecimento institucional e tendências de precarização da força de trabalho: orçamento e emprego público no Poder Judiciário (1986-2021).,Tribunal Superior Eleitoral (TSE) e o Superior Tribunal Militar (STM).,FALSE,,"O body contém análise quantitativa própria ou reanálise de dados, classificada como descriptive_statistics_only. A triagem causal foi aplicada quando havia modelagem, testes bivariados ou desenho causal detectado no texto."
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",Revista Brasileira de Ciência Política,19c20090ed5360b0153a25d02bd07e887659035130a0c669d8c12af9c8385740,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"Por sua vez, a política cultural possui validade de 10 anos, em que são dispostas as metas a serem alcançadas, de acordo com as características e mapeamento das manifestações culturais existentes no respectivo ente federativo.",TRUE,"Enquanto o grupo A demonstra a relação em seu círculo da cultura como “importante”, ligada também ao “país” e “precisar”, revelando a necessidade e legitimidade da causa cultural.",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Lei Aldir Blanc: o impacto da pandemia na mudança institucional,.","dados encontrados, trazendo como resultados Atas de Sessão de Plenário e Notas Taquigráficas da Câmara dos Deputados.",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,Revista de Sociologia e Política,2b637644b9872d04cb69bb4b05754a2474d2be84ec8abba00a3b97bee5f039e1,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,Entrevista concedida a Aaron Schneider em 20 de março.,TRUE,"Além disso, essas explicações rivais podem causar tanto níveis de conflito quanto os resultados que interessam, tornando difícil saber o que causa o quê.",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil.,Tribunal Superior Eleitoral.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0104-44782008000100018,"Desenvolvimento regional e descentralização político-administrativa: um estudo comparativo dos casos de Minas Gerais, Ceará e Santa Catarina",Revista de Sociologia e Política,e2a5fb9d651c6a19923799104c625e7471b2eb654618339391b13d4fb5b240e9,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"Um estudo de caso realizado entre os anos 2003 e 2004 sobre uma dessas Secretarias de Desenvolvimento Regional apontou dois problemas: o primeiro foi o caráter excessivamente partidário na composição dos cargos, em detrimento do caráter da competência.",TRUE,"No campo das disputas políticas, essas condições se materializam e causam as interrupções socialmente indesejáveis, mas dificilmente evitáveis por conta da sobreposição dos interesses ""autistas"" de grupos políticos.",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Desenvolvimento regional e descentralização político-administrativa: um estudo comparativo dos casos de Minas Gerais, Ceará e Santa Catarina.","dados às reuniões regionais, os FDRIs saíram de cena.",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0104-44782008000200015,Política e classes sociais,Revista de Sociologia e Política,2494acceae72fda74b58cee2d02701629db7bc9dcb27b7175263cbcfcd0d034e,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,,FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0104-44782009000200015,Em busca de uma sociedade do espetáculo perdida: desafios da história social do teatro europeu,Revista de Sociologia e Política,ec7313cbc9b92c00bbcd06fc397da674c86d6ad0a066fe9775258695b6115c2f,FALSE,none,FALSE,FALSE,none,,,,,,,FALSE,,FALSE,not_empirical,,,,,"dados de outras naturezas (diários, cartas, críticas de jornal, entre outros) quando se quer lançar uma outra luz sobre as questões já tratadas.",FALSE,,"O body apresenta um ensaio teórico, normativo, conceitual ou de história das ideias, sem análise empírica própria. Por isso, os módulos quantitativo, qualitativo empírico e causal ficam nulos ou negativos."
S0104-44782012000200006,Las guerras olvidadas del Perú: formación del Estado e imaginario nacional,Revista de Sociologia e Política,4d90cd83526242d6390707742e4f9455a47a6412c7f2ac69a75b726e1238d412,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,,TRUE,"...por Salomon acerca de intensas movilizaciones militares en el Oyón, así como de claros indicios de la adhesión de los pobladores a la causa independentista mediante el aporte de recursos, el antropólogo pudo establecer también su participación directa en las guerrillas...",FALSE,qualitative_only,,,,Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: Las guerras olvidadas del Perú: formación del Estado e imaginario nacional.,dados y oficiales de tiempo completo.,FALSE,,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",Revista de Sociologia e Política,0ff2e4c71ad4083e2aa9b5e5e7468e51d3fa372985e516d8cde1d06c481d2eb6,TRUE,qualitative_only,FALSE,TRUE,none,,,,mixed_descriptive_explanatory,clear,"...ditoria do TCU aumenta a transparência do processo regulatório? A Tabela 3, a seguir, apresenta os acórdãos que foram analisados neste estudo de caso. Para além da distribuição das características dos acórdãos selecionados, é importante ressaltar que eles foram escolhid...",TRUE,"Terceiro, entende-se que a fiscalização da Corte de Contas causa uma superposição de controles, uma vez que o objetivo das agências é controlar as concessionárias, que recebem uma delegação para prestarem serviços públicos (idem).",FALSE,qualitative_only,,,,"Evidência qualitativa usada para reconstruir ou explicar o objeto do artigo: O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços.","dados todos os meses por reclamações de usuários dos serviços regulados pelas agências reguladoras (OLIVEIRA, 2001; MENEZES, 2010).",TRUE,O artigo qualitativo menciona números contextuais; a regra anti-falso-positivo impediu classificá-lo como quantitativo.,"O body usa evidência qualitativa substantiva, como reconstrução histórica, estudo de caso, documentos, discursos ou entrevistas. Não há análise quantitativa original apoiada pelo texto."
