pid,title,year,journal_title,source_file,input_text_hash,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0102-69092013000300008,"Profissionalismo, diferença e diversidade na advocacia e na magistratura paulistas",2013,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092013000300008.xml,aef41354a39928afe1706e2fa8ff93669e5ed924466af7c31a146cb2c8af665c,Missing/Corrupt,Other,TRUE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,52,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,mixed,explicit,
S0102-69092015000200045,Pós-estruturalismo e a crítica como repetição,2015,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092015000200045.xml,46401784d26d4dbe5bb407eda26ddc6cbf53d327f674b7c34423fffc4e016d49,Missing/Corrupt,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092018000300507.xml,f6de4dbaa2b2f2ee76abb3b10a7e1d92b1a15fcf58fb4c38820969d3e5530ae6,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,<NULL>,Brazil,uses_public_available_survey,structure_systematize,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,,,,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,,explicit,
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092019000200505.xml,1beb90fb655d10c537bb98ab7cec6e8a5994c51b77148b91102b30b066ac278f,Missing/Corrupt,Other,FALSE,,single_country,<NULL>,Brazil,no_survey_data,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,essayistic,
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092019000300509.xml,58af0527eca90076ecd713785f9e888b5d391cbf560d5b2549a8babe1ade09b4,Missing/Corrupt,Other,TRUE,Describe,single_country,<NULL>,Brazil,uses_public_available_survey,not_original,FALSE,,<NULL>,<NULL>,<NULL>,,,<NULL>,FALSE,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0102-69092020000100513,AUTORIDADE PRIVADA NA GOVERNANÇA DA INTERNET: Regimes de nomes e domínios na América Latina,2020,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092020000100513.xml,a3f09a5ae85a19fa2f6ce00bfcd7b879e4540380b6ebb38c643d8ac5067d352d,Missing/Corrupt,International Relations,FALSE,Explain,multiple_countries,,Argentina; Brazil; Mexico; Colombia,no_survey_data,field_study,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0102-69092021000100510,TECENDO UM CIRCUITO COMERCIAL A PARTIR DA FEIRA DA MADRUGADA As agenciadoras da moda popular brasileira,2021,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092021000100510.xml,04d9c23bb589584346a8aa256693b323b44216b1748a53182b4d5c243daa5833,Missing/Corrupt,Other,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,explicit,
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092024000100506.xml,9702b0ea5bbf68758128edd8644bcc02ab4f9741ceff39b1b9353fd1544d89e7,Missing/Corrupt,Public Policy/Administration,TRUE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,,TRUE,FALSE,FALSE,2084,,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,data/processed/sample_xmls/S0102-69092025000100509.xml,752b4d741eb3749bdbb9e6d375c4045c83eb7abcd7406c0ba127f8116dfe21fe,Missing/Corrupt,Brazilian Politics,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,explicit,
S0102-85292005000100003,O novo regionalismo econômico asiático,2005,Contexto Internacional,data/processed/sample_xmls/S0102-85292005000100003.xml,1bf5fbbe92edfadda6591900c7457801dd8a37cce7c177227407a4b62457905b,Missing/Corrupt,International Relations,FALSE,Describe,multiple_countries,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,essayistic,
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,data/processed/sample_xmls/S0102-85292006000100007.xml,9165e41e5d7d023b538fa5c8e5e8c80e0f5f04bf1c09267fc8d842bf276dfbda,Missing/Corrupt,International Relations,FALSE,Explain,single_country,<NULL>,India,no_survey_data,<NULL>,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,
S0102-85292007000100001,"Multilateralismo, democracia e política externa no Brasil: contenciosos das patentes e do algodão na Organização Mundial do Comércio (OMC)",2007,Contexto Internacional,data/processed/sample_xmls/S0102-85292007000100001.xml,83ff28220d3a40beabe4d8725b9f799d1e96d04f04907332927ec6aa19e760f5,Missing/Corrupt,International Relations,FALSE,Explain,multiple_countries,<NULL>,Brazil; United States,no_survey_data,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0102-85292008000100002,Modelo de mudanças climáticas com gastos públicos,2008,Contexto Internacional,data/processed/sample_xmls/S0102-85292008000100002.xml,78172d309c9daf07acedce35f8b2ab2af2752756b5c8cea8bcf32f6b814e1013,Missing/Corrupt,Methodology and Formal Theory,,,single_country,<NULL>,Brazil,no_survey_data,not_original,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,explicit,
S0102-85292011000100010,"O que há por trás do direito ao voto dos emigrantes internacionais? Teoria, história e cidadania demandante",2011,Contexto Internacional,data/processed/sample_xmls/S0102-85292011000100010.xml,c3a017c8ace0446f2f508ff174d2a806be57d9f6399fb58b9c3f3e348ed470de,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-85292013000200006,Sovereignty and regional integration in Latin America: a political conundrum?,2013,Contexto Internacional,data/processed/sample_xmls/S0102-85292013000200006.xml,a3d160681ec254c1fad7141adb9b8e27798e49316e177b0fb022130c5ea0ecb1,Missing/Corrupt,International Relations,FALSE,<NULL>,multiple_countries,<NULL>,,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,theoretical-normative,essayistic,
S0102-85292013000200009,BRICS: an explanation in critical geography,2013,Contexto Internacional,data/processed/sample_xmls/S0102-85292013000200009.xml,52ef753680c44dcaea4363194cb6bdad9e1a49b99c38394b2d5d6607aa0d9fdc,Missing/Corrupt,International Relations,FALSE,<NULL>,multiple_countries,<NULL>,,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-85292014000100008,A institucionalização de blocos de integração: uma proposta de critérios de medição,2014,Contexto Internacional,data/processed/sample_xmls/S0102-85292014000100008.xml,e4eddfacbc8d908359f3dfc781e003e9ea4d066d2a14a3e20bfb8bf28ed123dc,Missing/Corrupt,International Relations,,Describe,multiple_countries,<NULL>,<NULL>,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,,
S0102-85292015000300851,Benjamin Cohen on global political order: when Keynes meets realism - and beyond,2015,Contexto Internacional,data/processed/sample_xmls/S0102-85292015000300851.xml,d7baeac588cbfcac81f90cb18dd1e29f67e176a6510629832e9191fd972c7c47,Missing/Corrupt,International Relations,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,data/processed/sample_xmls/S0102-85292016000100313.xml,7540e050b01da9798d417971d87fe8c64ce1b40a5f8cbe1ec5f2f9e231a01729,Missing/Corrupt,International Relations,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,,TRUE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,data/processed/sample_xmls/S0102-85292017000300569.xml,0605b66a5502420c6f4e1d41f649b769b40bdbcbde0aa23c3c8f4e3500c96da8,Missing/Corrupt,International Relations,FALSE,Describe,multiple_countries,<NULL>,<NULL>,no_survey_data,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,,
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III",2019,Contexto Internacional,data/processed/sample_xmls/S0102-85292019000300663.xml,c1477893b198d168f5d441cde738607f6246d7f2ea2ea94ce05158ad152f0626,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,data/processed/sample_xmls/S0102-85292021000100121.xml,73dcdbc07ae7c3a8993b0b5284a603159f956557c8a7031deb91be6e20b3eed1,Missing/Corrupt,International Relations,TRUE,Explain,multiple_countries,<NULL>,United States,no_survey_data,not_original,TRUE,,<NULL>,<NULL>,<NULL>,,,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,<NULL>,<NULL>,<NULL>,,,<NULL>,mixed,explicit,
S0102-85292021000100199,"Vinte anos da Colonialidade do Poder, Eurocentrismo e América Latina de Aníbal Quijano",2021,Contexto Internacional,data/processed/sample_xmls/S0102-85292021000100199.xml,763bdc12115e765aa9674e14e5c6b3fc4fa7c52dc258aaf46e150f545c99de85,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0102-85292023000100200,"Hegemonia, criação de consenso e colonização pedagógica: Novas formas de ingerência externa?",2023,Contexto Internacional,data/processed/sample_xmls/S0102-85292023000100200.xml,8d6730474c4c497131aa2a692cf09e9fa37e7cd12d336430f6932cc27d593d44,Missing/Corrupt,International Relations,FALSE,Explain,multiple_countries,<NULL>,United States,no_survey_data,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,explicit,
S0103-33522011000200005,Da expectativa de vitória à derrota: estratégias discursivas do PT em Curitiba e Porto Alegre em 2004,2011,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522011000200005.xml,ced3545b6af04df8d8e3cf1df35be6cf545a11d8d203deda431c4275d604563c,Missing/Corrupt,Brazilian Politics,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,explicit,
S0103-33522012000300002,Em busca da deliberação: mecanismos de inserção das vozes subalternas no espaço público,2012,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522012000300002.xml,83a3f6f003906874afdb04e603ff17a89276fcbd1442d43df98d0a14560882c7,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,single_country,<NULL>,Brazil,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0103-33522014000100007,"Entre o radicalismo e a resignação: teoria democrática em Direito e democracia, de Habermas",2014,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522014000100007.xml,979f60a4eeb45f8c073288f94f3ca0dab6066919bb1ac620203911308a0c8fd9,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522014000300315.xml,26e5c2969e6972be7826446e8f675b591d888ef42e3012b1291e0e34561e68a9,Missing/Corrupt,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,,explicit,
S0103-33522015000300121,Análise de classes,2015,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522015000300121.xml,63ae00c9725479db49adaa9cb6e06ef0009c5167413132f19bcebe6ec77281aa,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522016000100121.xml,84c9ba213498aa08b66b50c5008410b7cd18683220853a4dc1983224573a962e,Missing/Corrupt,,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522017000300191.xml,899471ba8b749d3fba153f4a6de74d0500b17070800944a215ccf894a4427747,Missing/Corrupt,Brazilian Politics,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",2019,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522019000300077.xml,7bb33329b90efbbf9735652beff23535dab960188768c134c598c29f8299d469,Missing/Corrupt,,TRUE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,FALSE,<NULL>,<NULL>,,,<NULL>,quantitative,explicit,
S0103-33522020000100083,"A diferenciação ideológica na política externa partidária eleitoral: PSDB, PT e MDB (1994-2018)",2020,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522020000100083.xml,ead98f885fef48a156112b30df4cb0dd3b7833ade6ea034a42f7dcecdf81c818,Missing/Corrupt,International Relations,TRUE,Explain,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,TRUE,,<NULL>,<NULL>,<NULL>,,,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,explicit,
S0103-33522020000200135,O Jovem Feminismo em Madri: um debate sobre a questão (inter)geracional,2020,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522020000200135.xml,66c2c99267a18fe689ce5bf673467a91fe0c8df5069d1df6031fa52953c83582,Missing/Corrupt,Comparative Politics,FALSE,Describe,single_country,single_region,Spain,no_survey_data,field_study,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,explicit,
S0103-33522024000100214,Entre o fortalecimento institucional e tendências de precarização da força de trabalho: orçamento e emprego público no Poder Judiciário (1986-2021),2024,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522024000100214.xml,7a597b18097fb6f9804cc1fcfcafe43cd5c853d314b33894dd51fafbe831e98a,Missing/Corrupt,Public Policy/Administration,TRUE,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,quantitative,,
S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",2025,Revista Brasileira de Ciência Política,data/processed/sample_xmls/S0103-33522025000100208.xml,e55cbe07297955a9461c3549b982d3f033f5ffae409497304b623cc916577bef,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,structure_systematize,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,,
S0104-44782005000100007,Conflito político e instituições orçamentárias: aprofundando a democracia no Brasil,2005,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782005000100007.xml,da02197c362c42fd1f71807fabed6c754473f2c7ef0d5acbc0f784636dc32bbf,Missing/Corrupt,Brazilian Politics,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,not_original,TRUE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,FALSE,FALSE,4,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,,
S0104-44782008000100018,"Desenvolvimento regional e descentralização político-administrativa: um estudo comparativo dos casos de Minas Gerais, Ceará e Santa Catarina",2008,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782008000100018.xml,6e1470f0510b2ffa123ff03669836f9703a95de5d7c8e6fbb6c3ef87a7f9f9e9,Missing/Corrupt,Public Policy/Administration,FALSE,Describe,single_country,<NULL>,Brazil,no_survey_data,not_original,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,3,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,qualitative,,
S0104-44782008000200015,Política e classes sociais,2008,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782008000200015.xml,3b9a6f87442ac3b3eb34d11ee871c952ccc2598579f6ef58abc995e57f89f7b8,Missing/Corrupt,Political Theory and Philosophy,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0104-44782009000200015,Em busca de uma sociedade do espetáculo perdida: desafios da história social do teatro europeu,2009,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782009000200015.xml,b6f02b29e8fbb6e644113f74c103e3684bf2784b4155195120ac2a8396fab61d,Missing/Corrupt,Other,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,<NULL>,theoretical-normative,essayistic,
S0104-44782012000200006,Las guerras olvidadas del Perú: formación del Estado e imaginario nacional,2012,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782012000200006.xml,4942a01402efbe931aaeae0985b634cd29e322f2cc78f2e00230e90673206ed3,Missing/Corrupt,Comparative Politics,FALSE,Explain,single_country,<NULL>,Peru,no_survey_data,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,,essayistic,
S0104-44782012000300006,"O tribunal de contas da união, controle horizontal de agências reguladoras e impacto sobre usuários dos serviços",2012,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782012000300006.xml,50fce19bac1a029a87f0acabfe4ca479d8f615f396e654e9191dbddb3b2e718e,Missing/Corrupt,Public Policy/Administration,FALSE,Explain,single_country,<NULL>,Brazil,no_survey_data,field_study,FALSE,,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,,,<NULL>,qualitative,explicit,
S0104-44782013000300008,Os determinantes dos resultados de soma positiva em Minas Gerais e no Rio Grande do Sul,2013,Revista de Sociologia e Política,data/processed/sample_xmls/S0104-44782013000300008.xml,8bfb016e9fcb8f5d4da620e22fc731f8c2f01983be893aa1dd47e53c0e1829cf,Missing/Corrupt,Brazilian Politics,TRUE,Explain,single_country,multiple_region,Brazil,no_survey_data,,TRUE,Kitchen Sink Linear Model,<NULL>,<NULL>,<NULL>,,"[{""variable_name"":""positive-sum legislative outcomes"",""variable_description"":""Volume of positive-sum outcomes in state legislatures.""}]",,TRUE,FALSE,FALSE,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,FALSE,<NULL>,<NULL>,<NULL>,,,<NULL>,quantitative,,
